time_s,span_name,bin_index,s_mid_m,bulk_temp_area_avg_k,bulk_temp_flow_weighted_k,bulk_temp_union_area_avg_k,cross_section_faces,cross_section_area_m2,cross_section_total_faces,cross_section_total_area_m2,cross_section_region_count,cross_section_reference_area_m2,cross_section_region_selection_status,cross_section_chosen_region_signed_mass_flux_kg_s,cross_section_chosen_region_aligned_signed_mass_flux_kg_s,cross_section_chosen_region_positive_mass_flux_kg_s,cross_section_chosen_region_area_ratio_to_reference,selection
7483.0,left_lower_leg,10,0.09803060606060605,457.33215799383436,460.1525788805577,453.4981139002894,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013638026315054666,0.013638026315054666,0.014307088438607713,1.000000003700826,bulkThermal_left_lower_leg_bin_0010
7483.0,left_lower_leg,11,0.10783366666666666,457.438870112373,460.149945360132,453.560334704897,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013635985582816921,0.013635985582816921,0.014320246177866352,1.000000003700826,bulkThermal_left_lower_leg_bin_0011
7483.0,left_lower_leg,12,0.11763672727272725,457.517878553339,460.14593166226524,453.6086791859069,576.0,0.00038243255858198317,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013634339364463054,0.013634339364463054,0.014329954943946973,1.0000000037008265,bulkThermal_left_lower_leg_bin_0012
7483.0,left_lower_leg,13,0.12743978787878787,457.57716535150666,460.14095860067346,453.6471112453315,576.0,0.0003824325575160599,1152.0,0.0007648651185525259,2.0,0.00038243255716666663,aligned_area_match,0.013633018910793996,0.013633018910793996,0.014336712658337124,1.0000000009136074,bulkThermal_left_lower_leg_bin_0013
7483.0,left_lower_leg,14,0.13724284848484847,457.62228799861316,460.13459537562454,453.67838364427087,576.0,0.000382432558581983,1152.0,0.0007648651171205131,2.0,0.00038243255716666663,aligned_area_match,0.013631960337436865,0.013631960337436865,0.014342926158666317,1.000000003700826,bulkThermal_left_lower_leg_bin_0014
7483.0,left_lower_leg,15,0.1470459090909091,457.65712817556744,460.12792956842935,453.70441670417046,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013631111047222085,0.013631111047222085,0.014346755268727234,1.000000003700826,bulkThermal_left_lower_leg_bin_0015
7483.0,left_lower_leg,16,0.15684896969696968,457.68452059756953,460.121052116695,453.7266173179596,576.0,0.0003824325575160599,1152.0,0.0007648651185525259,2.0,0.00038243255716666663,aligned_area_match,0.013630425309004074,0.013630425309004074,0.014348725635976157,1.0000000009136074,bulkThermal_left_lower_leg_bin_0016
7483.0,left_lower_leg,17,0.16665203030303027,457.7064216818148,460.1140204263239,453.7459648842564,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013629866316765063,0.013629866316765063,0.01434923292960531,1.000000003700826,bulkThermal_left_lower_leg_bin_0017
7483.0,left_lower_leg,18,0.1764550909090909,457.72426764320477,460.10684136461964,453.763193924787,576.0,0.000382432558581983,1152.0,0.0007648651165875515,2.0,0.00038243255716666663,aligned_area_match,0.013629405021778862,0.013629405021778862,0.014348647232666493,1.000000003700826,bulkThermal_left_lower_leg_bin_0018
7483.0,left_lower_leg,19,0.1862581515151515,457.73918833646167,460.0995422154489,453.7788989395615,576.0,0.000382432558581983,1152.0,0.000764865119050194,2.0,0.00038243255716666663,aligned_area_match,0.013629017920150843,0.013629017920150843,0.014347228004396839,1.000000003700826,bulkThermal_left_lower_leg_bin_0019
7483.0,left_lower_leg,20,0.1960612121212121,457.7520568017521,460.09217628492803,453.7935621263354,576.0,0.0003824325585819833,1152.0,0.0007648651171205131,2.0,0.00038243255716666663,aligned_area_match,0.013628686694121718,0.013628686694121718,0.014345073692263498,1.0000000037008268,bulkThermal_left_lower_leg_bin_0020
7483.0,left_lower_leg,21,0.2058642727272727,457.7635697523507,460.08480518396794,453.80759191209194,576.0,0.00038243255858198296,1152.0,0.0007648651196184491,2.0,0.00038243255716666663,aligned_area_match,0.013628397479257457,0.013628397479257457,0.014342189866514832,1.0000000037008259,bulkThermal_left_lower_leg_bin_0021
7483.0,left_lower_leg,22,0.21566733333333332,457.77430504058174,460.07749866932716,453.82134636796076,576.0,0.0003824325575160599,1152.0,0.0007648651185525258,2.0,0.00038243255716666663,aligned_area_match,0.013628139537157056,0.013628139537157056,0.014338543048179978,1.0000000009136074,bulkThermal_left_lower_leg_bin_0022
7483.0,left_lower_leg,23,0.22547039393939391,457.7847499214995,460.0702557725339,453.8351452979054,576.0,0.000382432558581983,1152.0,0.000764865119607411,2.0,0.00038243255716666663,aligned_area_match,0.01362790501744681,0.01362790501744681,0.014334262904148735,1.000000003700826,bulkThermal_left_lower_leg_bin_0023
7483.0,left_lower_leg,24,0.2352734545454545,457.79534368287074,460.0631262248028,453.84928221603775,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013627688296247024,0.013627688296247024,0.014329301354731093,1.000000003700826,bulkThermal_left_lower_leg_bin_0024
7483.0,left_lower_leg,25,0.24507651515151513,457.80650948387967,460.0562310004431,453.86403544195133,576.0,0.00038243255858198317,1152.0,0.000764865117120513,2.0,0.00038243255716666663,aligned_area_match,0.013627485556235237,0.013627485556235237,0.014323395435146947,1.0000000037008265,bulkThermal_left_lower_leg_bin_0025
7483.0,left_lower_leg,26,0.25487957575757575,457.8186823525526,460.04964570008235,453.8796799231156,576.0,0.00038243255858198317,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013627294478238466,0.013627294478238466,0.014316392104025882,1.0000000037008265,bulkThermal_left_lower_leg_bin_0026
7483.0,left_lower_leg,27,0.2646826363636363,457.83236423141767,460.04346166074333,453.8964782223696,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013627114135217269,0.013627114135217269,0.014308079783442423,1.000000003700826,bulkThermal_left_lower_leg_bin_0027
7483.0,left_lower_leg,28,0.27448569696969694,457.84824133759236,460.0378049266346,453.9147331795057,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013626944659782066,0.013626944659782066,0.014298158090159326,1.000000003700826,bulkThermal_left_lower_leg_bin_0028
7483.0,left_lower_leg,29,0.28428875757575756,457.86742612135845,460.0326282035881,453.93487771200654,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013626786283694538,0.013626786283694538,0.014286844553513093,1.000000003700826,bulkThermal_left_lower_leg_bin_0029
7483.0,left_lower_leg,30,0.2940918181818182,457.89226865683855,460.0283987514377,453.9578909953771,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.01362663289422093,0.01362663289422093,0.01427292068321685,1.000000003700826,bulkThermal_left_lower_leg_bin_0030
7483.0,left_lower_leg,31,0.30389487878787874,457.92935938268926,460.0262333260939,453.9868311685744,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013626439315086203,0.013626439315086203,0.014253383513302676,1.000000003700826,bulkThermal_left_lower_leg_bin_0031
7483.0,left_lower_leg,32,0.31369793939393936,458.0021205799106,460.0297547869218,454.0331514282904,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013625992599462513,0.013625992599462513,0.014218396478453415,1.000000003700826,bulkThermal_left_lower_leg_bin_0032
7483.0,left_lower_leg,33,0.323501,458.14308861777994,460.0706055669846,454.1129673341415,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.01365656730696935,0.01365656730696935,0.014144329299087571,1.000000003700826,bulkThermal_left_lower_leg_bin_0033
7483.0,left_upper_leg,0,0.0,456.94145399449,459.5626578496817,453.8489726306179,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013669607087396276,0.013669607087396276,0.01419853220892503,1.000000003700826,bulkThermal_left_upper_leg_bin_0000
7483.0,left_upper_leg,1,0.009861473684210526,456.8021193038683,459.49005411752864,453.8062518383424,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013617601875110586,0.013617601875110586,0.014280432923081673,1.000000003700826,bulkThermal_left_upper_leg_bin_0001
7483.0,left_upper_leg,2,0.01972294736842105,456.810573921764,459.4601869310029,453.84062861322315,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013619646280507583,0.013619646280507583,0.01434421619981647,1.000000003700826,bulkThermal_left_upper_leg_bin_0002
7483.0,left_upper_leg,3,0.02958442105263158,456.85722416294357,459.4444886323052,453.8985517517488,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.01362022132348277,0.01362022132348277,0.014371183610006995,1.000000003700826,bulkThermal_left_upper_leg_bin_0003
7483.0,left_upper_leg,4,0.0394458947368421,456.9082274845395,459.43506061795665,453.9648426459817,576.0,0.00038243255858198317,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013620368743232967,0.013620368743232967,0.01437971221528588,1.0000000037008265,bulkThermal_left_upper_leg_bin_0004
7483.0,left_upper_leg,5,0.04930736842105263,456.9570736594513,459.4288132492156,454.0379901298795,576.0,0.0003824325585819834,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013620340991687381,0.013620340991687381,0.014377946845154312,1.000000003700827,bulkThermal_left_upper_leg_bin_0005
7483.0,left_upper_leg,6,0.05916884210526316,457.0027711466452,459.42434423612025,454.118532883119,576.0,0.000382432558581983,1152.0,0.0007648651171205131,2.0,0.00038243255716666663,aligned_area_match,0.013620217800104547,0.013620217800104547,0.0143698239237427,1.000000003700826,bulkThermal_left_upper_leg_bin_0006
7483.0,left_upper_leg,7,0.06903031578947368,457.04525418246203,459.42113734994774,454.205469542631,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013620038370545073,0.013620038370545073,0.014356873211002432,1.000000003700826,bulkThermal_left_upper_leg_bin_0007
7483.0,left_upper_leg,8,0.0788917894736842,457.08454549408236,459.41860798430304,454.29364962711924,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013619827288816612,0.013619827288816612,0.014340786934805994,1.000000003700826,bulkThermal_left_upper_leg_bin_0008
7483.0,left_upper_leg,9,0.08875326315789474,457.12067072654816,459.41619719179323,454.3667963509911,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013619602782330471,0.013619602782330471,0.014323277344949913,1.000000003700826,bulkThermal_left_upper_leg_bin_0009
7483.0,left_upper_leg,10,0.09861473684210526,457.15374964892675,459.4141156102304,454.3778729568512,576.0,0.000382432558581983,1152.0,0.0007648651171205131,2.0,0.00038243255716666663,aligned_area_match,0.013619378267123767,0.013619378267123767,0.014303802308339447,1.000000003700826,bulkThermal_left_upper_leg_bin_0010
7483.0,left_upper_leg,11,0.10847621052631579,457.18396727323227,459.4121536000171,454.22336240364365,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,aligned_area_match,0.013619162261733042,0.013619162261733042,0.0142830576652072,1.000000003700826,bulkThermal_left_upper_leg_bin_0011
7483.0,left_upper_leg,12,0.11833768421052632,457.21156771677016,459.40994345474786,443.198047156691,576.0,0.000382432558581983,2186.0,0.0014199241689053122,3.0,0.00038243255716666663,aligned_area_match,0.01361895951388766,0.01361895951388766,0.014262264742852209,1.000000003700826,bulkThermal_left_upper_leg_bin_0012
7483.0,left_upper_leg,13,0.12819915789473685,457.23682466817036,459.40768970849064,452.4709491587776,576.0,0.00038243255858198296,7460.0,0.004826066812086231,3.0,0.00038243255716666663,aligned_area_match,0.013618772184591529,0.013618772184591529,0.01424087259736388,1.0000000037008259,bulkThermal_left_upper_leg_bin_0013
7483.0,left_upper_leg,14,0.13806063157894735,457.2600420828789,459.4052919575123,454.96162204063705,576.0,0.000382432558581983,7162.0,0.003981873496192716,3.0,0.00038243255716666663,aligned_area_match,0.013618600402622569,0.013618600402622569,0.014219282594805054,1.000000003700826,bulkThermal_left_upper_leg_bin_0014
7483.0,left_upper_leg,15,0.14792210526315788,457.28151984187923,459.40248901440356,453.60905926131346,576.0,0.000382432558581983,3168.0,0.001812742223283053,3.0,0.00038243255716666663,aligned_area_match,0.013618443169186608,0.013618443169186608,0.014198417170904191,1.000000003700826,bulkThermal_left_upper_leg_bin_0015
7483.0,left_upper_leg,16,0.1577835789473684,457.3015528140769,459.39951467578544,453.508673353382,576.0,0.000382432558581983,3162.0,0.0018127422239156837,3.0,0.00038243255716666663,aligned_area_match,0.013618298820341913,0.013618298820341913,0.014177599948259375,1.000000003700826,bulkThermal_left_upper_leg_bin_0016
7483.0,left_upper_leg,17,0.16764505263157894,457.3204168108112,459.3962652833018,453.116239940192,576.0,0.000382432558581983,3168.0,0.0018127422257396546,3.0,0.00038243255716666663,aligned_area_match,0.013618165568429432,0.013618165568429432,0.014157256139482861,1.000000003700826,bulkThermal_left_upper_leg_bin_0017
7483.0,left_upper_leg,18,0.17750652631578948,457.33837577270504,459.3926615326132,452.99196560331757,576.0,0.000382432558581983,3146.0,0.0018127422245363656,3.0,0.00038243255716666663,aligned_area_match,0.013618041395499651,0.013618041395499651,0.014137690552841177,1.000000003700826,bulkThermal_left_upper_leg_bin_0018
7483.0,left_upper_leg,19,0.18736799999999998,457.3556714155137,459.3889882649304,452.99486963005035,576.0,0.000382432558581983,3156.0,0.0018127422302082858,3.0,0.00038243255716666663,aligned_area_match,0.013617924531750182,0.013617924531750182,0.014118061677184832,1.000000003700826,bulkThermal_left_upper_leg_bin_0019
7483.0,left_upper_leg,20,0.1972294736842105,457.37252671673,459.38520175184044,452.99604297149386,576.0,0.000382432558581983,3168.0,0.0018127422215862832,3.0,0.00038243255716666663,aligned_area_match,0.013617813428242717,0.013617813428242717,0.014098546624122623,1.000000003700826,bulkThermal_left_upper_leg_bin_0020
7483.0,left_upper_leg,21,0.20709094736842104,457.38914763747204,459.3813223970327,453.05221046359134,576.0,0.000382432558581983,3170.0,0.0018127422269767154,3.0,0.00038243255716666663,aligned_area_match,0.013617706815577238,0.013617706815577238,0.014079106236677191,1.000000003700826,bulkThermal_left_upper_leg_bin_0021
7483.0,left_upper_leg,22,0.21695242105263157,457.4057293426467,459.37735274889013,453.19894288178114,576.0,0.000382432558581983,3176.0,0.001812742222362889,3.0,0.00038243255716666663,aligned_area_match,0.01361760361761341,0.01361760361761341,0.014059759481781196,1.000000003700826,bulkThermal_left_upper_leg_bin_0022
7483.0,left_upper_leg,23,0.2268138947368421,457.4224580091688,459.3733529130818,453.7187285794364,576.0,0.000382432558581983,2600.0,0.0014259012544522074,2.0,0.00038243255716666663,aligned_area_match,0.013617502998962834,0.013617502998962834,0.01404032304929319,1.000000003700826,bulkThermal_left_upper_leg_bin_0023
7483.0,left_upper_leg,24,0.23667536842105263,457.43951765243685,459.36941817799175,454.05095710856943,576.0,0.000382432558581983,2594.0,0.001425901256986564,2.0,0.00038243255716666663,aligned_area_match,0.013617404522770483,0.013617404522770483,0.014020483521229454,1.000000003700826,bulkThermal_left_upper_leg_bin_0024
7483.0,left_upper_leg,25,0.24653684210526314,457.45709859806595,459.3653241527718,454.3902142503624,576.0,0.00038243255858198317,2592.0,0.0014259012577636063,2.0,0.00038243255716666663,aligned_area_match,0.01361730793848163,0.01361730793848163,0.014000978577565472,1.0000000037008265,bulkThermal_left_upper_leg_bin_0025
7483.0,left_upper_leg,26,0.2563983157894737,457.47540027163046,459.3612843260408,454.7367686083,576.0,0.000382432558581983,2580.0,0.0014259012553466859,2.0,0.00038243255716666663,aligned_area_match,0.013617213109457326,0.013617213109457326,0.013981110008773747,1.000000003700826,bulkThermal_left_upper_leg_bin_0026
7483.0,left_upper_leg,27,0.26625978947368417,457.49464550357027,459.3574063268237,455.0980209251279,576.0,0.000382432558581983,2564.0,0.001425901252769628,2.0,0.00038243255716666663,aligned_area_match,0.013617120120498831,0.013617120120498831,0.013960520910995452,1.000000003700826,bulkThermal_left_upper_leg_bin_0027
7483.0,left_upper_leg,28,0.2761212631578947,457.5150954462366,459.35351029011724,455.4960151833901,576.0,0.000382432558581983,2592.0,0.0014259012552671202,2.0,0.00038243255716666663,aligned_area_match,0.013617029167897001,0.013617029167897001,0.013939854517253292,1.000000003700826,bulkThermal_left_upper_leg_bin_0028
7483.0,left_upper_leg,29,0.28598273684210523,457.5370767360024,459.3498739918226,455.98233904630115,576.0,0.000382432558581983,2594.0,0.0014259012539961464,2.0,0.00038243255716666663,aligned_area_match,0.013616940612204203,0.013616940612204203,0.013918175286729045,1.000000003700826,bulkThermal_left_upper_leg_bin_0029
7483.0,left_upper_leg,30,0.29584421052631577,457.56100960695466,459.34636702905027,456.5633030074581,576.0,0.00038243255858198344,2596.0,0.0014259012526402293,2.0,0.00038243255716666663,aligned_area_match,0.013616854899599228,0.013616854899599228,0.013895960575194996,1.0000000037008272,bulkThermal_left_upper_leg_bin_0030
7483.0,left_upper_leg,31,0.3057056842105263,457.5874849501107,459.3431684660859,457.03982082518803,576.0,0.000382432558581983,2596.0,0.001425901254605666,2.0,0.00038243255716666663,aligned_area_match,0.013616772566662255,0.013616772566662255,0.013872679462484352,1.000000003700826,bulkThermal_left_upper_leg_bin_0031
7483.0,left_upper_leg,32,0.3155671578947368,457.61745628535544,459.34021215510256,457.44104704909466,576.0,0.000382432558581983,2598.0,0.001425901253824041,2.0,0.00038243255716666663,aligned_area_match,0.01361669374918243,0.01361669374918243,0.013848647399945808,1.000000003700826,bulkThermal_left_upper_leg_bin_0032
7483.0,left_upper_leg,33,0.32542863157894736,457.65287358070225,459.3378197734887,457.832777417353,576.0,0.000382432558581983,2592.0,0.0014259012590116004,2.0,0.00038243255716666663,aligned_area_match,0.01361661302185089,0.01361661302185089,0.013822895886117204,1.000000003700826,bulkThermal_left_upper_leg_bin_0033
7483.0,left_upper_leg,34,0.3352901052631579,457.6991955271612,459.33639687555336,458.15705805956316,576.0,0.000382432558581983,2584.0,0.0014259012561874712,2.0,0.00038243255716666663,aligned_area_match,0.013616498240389454,0.013616498240389454,0.01379442377611797,1.000000003700826,bulkThermal_left_upper_leg_bin_0034
7483.0,left_upper_leg,35,0.3451515789473684,457.7768934120653,459.3380272405727,458.3642702731905,576.0,0.0003824325575160598,2582.0,0.0014259012549517,2.0,0.00038243255716666663,aligned_area_match,0.01361617186763688,0.01361617186763688,0.013757497278397772,1.0000000009136072,bulkThermal_left_upper_leg_bin_0035
7483.0,left_upper_leg,36,0.35501305263157895,457.97889147370324,459.35201746269695,458.4759569020857,576.0,0.000382432558581983,2586.0,0.0014259012556277597,2.0,0.00038243255716666663,aligned_area_match,0.013614928668695783,0.013614928668695783,0.013686199904033877,1.000000003700826,bulkThermal_left_upper_leg_bin_0036
7483.0,left_upper_leg,37,0.3648745263157895,458.37670726566125,459.37864388332116,457.4428974505451,778.0,0.0004564387073895941,4388.0,0.002592814528962859,2.0,0.00038243255716666663,aligned_area_match,0.013564578915920958,0.013564578915920958,0.01356748947499202,1.1935142519539075,bulkThermal_left_upper_leg_bin_0037
7483.0,left_upper_leg,38,0.37473599999999996,459.3293049387069,459.6379395662728,459.3932828034444,708.0,0.0005836403862828492,4762.0,0.003639326500977191,2.0,0.00038243255716666663,aligned_area_match,0.008627831351107841,0.008627831351107841,0.011077814921293833,1.5261263073595872,bulkThermal_left_upper_leg_bin_0038
7483.0,lower_leg,0,0.0,458.61172878930176,458.8785077323547,457.1678290895029,576.0,0.00038243255609016295,1189.0,0.0007670693178324917,3.0,0.0003824325571,aligned_area_match,0.013640819177985904,0.013640819177985904,0.013640819177985904,0.9999999973594375,bulkThermal_lower_leg_bin_0000
7483.0,lower_leg,1,0.009894655281484529,458.7925181563379,458.8698953496479,459.41745323402876,576.0,0.0003824325560901628,1152.0,0.0007648651146721461,2.0,0.0003824325571,aligned_area_match,0.013624890169147424,0.013624890169147424,0.013624890169147424,0.9999999973594371,bulkThermal_lower_leg_bin_0001
7483.0,lower_leg,2,0.019789310562969058,458.8461485701626,458.8603927376184,460.0124687565911,576.0,0.0003824325559569227,1152.0,0.0007648651145389057,2.0,0.0003824325571,aligned_area_match,0.013619910486963809,0.013619910486963809,0.013619910486963809,0.9999999970110355,bulkThermal_lower_leg_bin_0002
7483.0,lower_leg,3,0.029683965844453587,458.8433681022253,458.84787666903094,460.1607933486855,576.0,0.00038243255595692274,1152.0,0.0007648651145389057,2.0,0.0003824325571,aligned_area_match,0.013616538657023263,0.013616538657023263,0.013616538657023263,0.9999999970110357,bulkThermal_lower_leg_bin_0003
7483.0,lower_leg,4,0.039578621125938115,458.82417629594937,458.83344155882185,460.21919958118133,576.0,0.00038243255609016305,1152.0,0.0007648651144056653,2.0,0.0003824325571,aligned_area_match,0.01361456661003333,0.01361456661003333,0.01361456661003333,0.9999999973594378,bulkThermal_lower_leg_bin_0004
7483.0,lower_leg,5,0.04947327640742265,458.7990634766474,458.81764400590816,460.22564119523025,576.0,0.00038243255609016305,1152.0,0.0007648651146721461,2.0,0.0003824325571,aligned_area_match,0.013614038500171064,0.013614038500171064,0.013614038500171064,0.9999999973594378,bulkThermal_lower_leg_bin_0005
7483.0,lower_leg,6,0.05936793168890717,458.769358761131,458.8008423633198,460.1796114285562,576.0,0.0003824325558236821,1152.0,0.000764865114272425,2.0,0.0003824325571,aligned_area_match,0.013614521668310012,0.013614521668310012,0.013614521668310012,0.9999999966626327,bulkThermal_lower_leg_bin_0006
7483.0,lower_leg,7,0.0692625869703917,458.7342160495242,458.7843205956895,460.0788231670509,576.0,0.0003824325559569227,1152.0,0.0007648651145389058,2.0,0.0003824325571,aligned_area_match,0.013615340670918845,0.013615340670918845,0.013615340670918845,0.9999999970110355,bulkThermal_lower_leg_bin_0007
7483.0,lower_leg,8,0.07915724225187623,458.8148888435952,458.8294734066941,460.01956983501384,606.0,0.000382726357519855,1212.0,0.0007654527173309856,2.0,0.0003824325571,aligned_area_match,0.013614585115630656,0.013614585115630656,0.013614585115630656,1.0007682411301038,bulkThermal_lower_leg_bin_0008
7483.0,lower_leg,9,0.08905189753336076,458.78952188902474,458.81361881245823,459.91550305335755,610.0,0.0003827263577194225,1208.0,0.0007654527177817551,2.0,0.0003824325571,aligned_area_match,0.013613500109185502,0.013613500109185502,0.013613500109185502,1.000768241651941,bulkThermal_lower_leg_bin_0009
7483.0,lower_leg,10,0.0989465528148453,458.75976703570217,458.7966071863864,459.82178450761626,576.0,0.0003827263577654326,1152.0,0.000765452717892452,2.0,0.0003824325571,aligned_area_match,0.013614838807290232,0.013614838807290232,0.013614838807290232,1.0007682417722499,bulkThermal_lower_leg_bin_0010
7483.0,lower_leg,11,0.10884120809632981,458.72435764749775,458.78040854072873,459.82689116042945,606.0,0.0003827263575717444,1218.0,0.0007654527177772087,2.0,0.0003824325571,aligned_area_match,0.01361464074936409,0.01361464074936409,0.01361464074936409,1.0007682412657863,bulkThermal_lower_leg_bin_0011
7483.0,lower_leg,12,0.11873586337781435,452.86323278478187,454.40142764955516,456.9334889248036,606.0,0.0003824761171239713,1244.0,0.0007658985820711111,2.0,0.0003824325571,aligned_area_match,0.01361414607758814,0.01361414607758814,0.01361414607758814,1.0001139024990486,bulkThermal_lower_leg_bin_0012
7483.0,lower_leg,13,0.12863051865929886,452.7008826768025,454.20024026314576,456.5997741539671,576.0,0.00038247611879658897,1152.0,0.0007649522361987315,2.0,0.0003824325571,aligned_area_match,0.013614112735842397,0.013614112735842397,0.013614112735842397,1.0001139068726765,bulkThermal_lower_leg_bin_0013
7483.0,lower_leg,14,0.1385251739407834,452.53933688786776,453.99904845353507,456.37992403188167,576.0,0.0003824761180612818,1152.0,0.0007649522357739463,2.0,0.0003824325571,aligned_area_match,0.013614133259902713,0.013614133259902713,0.013614133259902713,1.0001139049499659,bulkThermal_lower_leg_bin_0014
