source_id,case_label,asset_family,scope_name,fit_status,fit_reason
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,enthalpy_balance,lower_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,enthalpy_balance,right_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,enthalpy_balance,test_section_span,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,enthalpy_balance,upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,enthalpy_balance,left_lower_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,enthalpy_balance,left_upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,enthalpy_balance,lower_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,enthalpy_balance,right_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,enthalpy_balance,test_section_span,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,enthalpy_balance,upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,enthalpy_balance,left_lower_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,enthalpy_balance,left_upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,enthalpy_balance,lower_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,enthalpy_balance,right_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,enthalpy_balance,test_section_span,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,enthalpy_balance,upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,enthalpy_balance,left_upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,enthalpy_balance,lower_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,enthalpy_balance,right_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,enthalpy_balance,test_section_span,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,enthalpy_balance,upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,enthalpy_balance,left_lower_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,enthalpy_balance,left_upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,enthalpy_balance,lower_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,enthalpy_balance,right_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,enthalpy_balance,test_section_span,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,enthalpy_balance,upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,enthalpy_balance,left_lower_leg,screening_only,enthalpy_wall_heat_balance_marginal
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,enthalpy_balance,left_upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,enthalpy_balance,lower_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,enthalpy_balance,right_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,enthalpy_balance,test_section_span,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,enthalpy_balance,upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,enthalpy_balance,left_lower_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,enthalpy_balance,left_upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,enthalpy_balance,lower_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,enthalpy_balance,right_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,enthalpy_balance,test_section_span,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,enthalpy_balance,upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,enthalpy_balance,left_lower_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,enthalpy_balance,left_upper_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,enthalpy_balance,lower_leg,do_not_fit,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,enthalpy_balance,right_leg,do_not_fit,enthalpy_wall_heat_balance_loose
