case_slug,fluid,group,series,unit,n_window,t_start,t_end,verdict,rel_drift_over_window,drift_ratio,near_zero_mean,trend_resolved,osc_mean,osc_rmse_about_mean,osc_rmse_about_trend,osc_var_about_mean,osc_peak_to_peak,osc_cov,fit_slope,fit_r2,fit_slope_se,fit_t_stat,unc_tau_int,unc_n_eff,unc_sem_naive,unc_sem_corrected,unc_rel_sem_corrected
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt2_jin_hiq_hiins__viscosity_screening_salt_test_2_jin_coarse_mesh,salt2,heat,total_Q,W,301,9159.0,9459.0,not steady (drifting),0.08388641319425316,0.8855463361412504,False,False,0.09655677308970098,0.009442736792237819,0.009146671420268211,8.916527812748177e-05,0.0341355,0.09779465997134704,-2.699933788035467e-05,0.061724475857763084,6.087710732532368e-06,-4.4350559786081485,4.587177455687937,65.6176925588023,0.0005442703003949105,0.0011657016389931254,0.012072707089229171
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt2_jin_loq_loins__viscosity_screening_salt_test_2_jin_coarse_mesh,salt2,mdot,lower (heater),kg/s,301,7408.0,7708.0,steady,8.283366554279635e-05,0.7539103138489214,False,False,-0.013198694072757481,1.48433749102663e-06,1.4501674673249942e-06,2.203257787267231e-12,5.098130000000603e-06,0.00011246093612324488,-3.6443207014149395e-09,0.04551083607144013,9.651817201218294e-10,-3.7757871139073558,4.8903449593260575,61.54985026689836,8.555579064668953e-08,1.891991393543301e-07,1.4334686319068723e-05
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt2_jin_loq_loins__viscosity_screening_salt_test_2_jin_coarse_mesh,salt2,temperature,probe 0 (0.887519 0.70409 0),K,301,7408.0,7708.0,steady,2.8005559661193152e-05,0.6811136759301044,False,False,450.86991698006653,0.018895849508400127,0.018538556493054796,0.0003570531286441054,0.08302100000003065,4.190975888337108e-05,4.2089547864741526e-05,0.037459556365498026,1.2338627260442023e-05,3.411201827911746,2.424299060232134,124.15959934051138,0.0010891386591023113,0.0016958064009739472,3.7611877331104365e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt2_jin_loq_loins__viscosity_screening_salt_test_2_jin_coarse_mesh,salt2,temperature,probe 1 (0.887519 -0.245426 0),K,301,7408.0,7708.0,steady,2.6478082511375705e-05,0.32458499255731793,False,False,445.5031652823918,0.03650225019282354,0.03634200545283427,0.0013324142691394864,0.17678599999999278,8.193488405337322e-05,3.93202318980874e-05,0.008760720352529283,2.4187992163654386e-05,1.6256095847910508,1.9324050998128801,155.76444091828708,0.0021039547235786053,0.0029247279617645736,6.564999285494799e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt2_jin_loq_loins__viscosity_screening_salt_test_2_jin_coarse_mesh,salt2,temperature,probe 2 (-0 0 0),K,301,7408.0,7708.0,steady,2.5812826187777297e-05,23.74850276254714,False,True,441.67383808970067,0.003336808246066583,0.00048006605419680527,1.1134289271017945e-05,0.012504999999976008,7.554914867719428e-06,3.8002833380993114e-05,0.9793014703693772,3.1951549762489005e-07,118.9389361814565,4.6707834244932895,64.44315067608899,0.00019233042987492534,0.00041566443536326367,9.411117424592518e-07
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt2_jin_loq_loins__viscosity_screening_salt_test_2_jin_coarse_mesh,salt2,temperature,probe 3 (-0 0.323501 0),K,301,7408.0,7708.0,steady,2.41312238766411e-05,40.8425329507198,False,True,449.66770852491715,0.003154056819739128,0.00026567970594780987,9.9480744221429e-06,0.01121699999998782,7.014194615142915e-06,3.61701071483699e-05,0.9929045860377359,1.7682729847828062e-07,204.55047076802236,4.950150169777002,60.80623610930972,0.0001817968127792327,0.00040447850962679926,8.995053501921322e-07
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt2_jin_loq_loins__viscosity_screening_salt_test_2_jin_coarse_mesh,salt2,temperature,probe 4 (-0 0.574779 0),K,301,7408.0,7708.0,steady,2.384404642250392e-05,89.23064862236511,False,True,450.4615393754153,0.0031132554489309593,0.00012037148695261036,9.692359490298308e-06,0.010853999999994812,6.911256959356895e-06,3.580275285473327e-05,0.998505080740589,8.011513252662554e-08,446.89126417951746,5.289878542872906,56.90111740004686,0.00017944506086293012,0.0004127189019398118,9.162134075021469e-07
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt2_jin_loq_loins__viscosity_screening_salt_test_2_jin_coarse_mesh,salt2,temperature,probe 5 (-0 0.949515 0),K,301,7408.0,7708.0,steady,2.3647706488760854e-05,40.89636324155679,False,True,452.331778754153,0.0031091418466555566,0.00026155404274793746,9.666763022624723e-06,0.011212000000000444,6.873587027687938e-06,3.5655363798391074e-05,0.9929231204781086,1.7408139857801496e-07,204.82006744914818,4.389328872709358,68.57540383256921,0.00017920795676955127,0.00037545366596319484,8.300404340311844e-07
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt2_jin_loq_loins__viscosity_screening_salt_test_2_jin_coarse_mesh,salt2,wall_temperature,wall T (spatial mean),K,301,7408.0,7708.0,steady,2.2872790649064707e-05,10.690261557860683,False,True,448.9286825201602,0.003125315741322381,0.0009605239044963951,9.767598482957464e-06,0.013138386363777954,6.96171989675004e-06,3.42275059054802e-05,0.9055442161429172,6.392917612957322e-07,53.539726268499145,4.5498007772349265,66.15674284159059,0.0001801402045598428,0.0003842437763098046,8.559127346302923e-07
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt2_jin_loq_loins__viscosity_screening_salt_test_2_jin_coarse_mesh,salt2,heat,total_Q,W,301,7408.0,7708.0,not steady (drifting),0.06751267937867911,1.1027433371147246,False,False,0.1488514019933554,0.009566588394137859,0.009113051640953862,9.151961350285318e-05,0.03760000000000002,0.06426938722797454,-3.349785659281426e-05,0.09256926431291357,6.0653345607040235e-06,-5.522837406173692,4.574129254682849,65.80487416087897,0.0005514089880501607,0.0011793102064873108,0.00792273496046718
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_hiq_hiins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,mdot,lower (heater),kg/s,301,6927.0,7227.0,steady,7.646315213055802e-05,0.2507606199672905,False,False,-0.014980051385747524,4.5798221009690445e-06,4.567790381844644e-06,2.097477047652451e-11,2.1998489999999413e-05,0.0003057280634782352,-3.818073160106631e-09,0.005247328173400567,3.0401645859820727e-09,-1.2558771251107341,10.555681659451112,28.51544880860416,2.6397655737886345e-07,8.576468618466287e-07,5.725259812276879e-05
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_hiq_hiins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,temperature,probe 0 (0.887519 0.70409 0),K,301,6927.0,7227.0,steady,4.748160884795274e-05,0.881155549727778,False,False,463.7429898604655,0.025790061839685356,0.024989076284360142,0.0006651272896947948,0.1428680000000213,5.561283384023824e-05,7.339754416844913e-05,0.06115123643158271,1.6631871956750412e-05,4.413065730623251,6.38109753775021,47.17056873356051,0.0014865144516394292,0.0037550595372261024,8.09728582281309e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_hiq_hiins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,temperature,probe 1 (0.887519 -0.245426 0),K,301,6927.0,7227.0,steady,4.808212598866434e-05,0.4843470016789189,False,False,459.61578876411966,0.046073782163445084,0.04562700746599378,0.0021227934028445906,0.2928660000000036,0.00010024412409185251,7.366434753911912e-05,0.019299849192972673,3.0367770993562148e-05,2.4257410119015876,1.9722819864244978,152.61509361837025,0.0026556486546402045,0.0037295387249320707,8.114470425310203e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_hiq_hiins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,temperature,probe 2 (-0 0 0),K,301,6927.0,7227.0,steady,6.093265250608385e-05,4.818923312166344,False,True,456.2446576013286,0.009905279358837574,0.005768964430123168,9.81145591766137e-05,0.04332899999997153,2.171045555012923e-05,9.26673239312632e-05,0.6607949841968095,3.839624827785544e-06,24.13447357165568,16.372338856402042,18.384667129113357,0.0005709308107117526,0.002310142888381072,5.063386167690098e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_hiq_hiins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,temperature,probe 3 (-0 0.323501 0),K,301,6927.0,7227.0,steady,4.819096808422477e-05,20.224772811854148,False,True,463.4429863853822,0.006562237784108222,0.001104277727790618,4.306296473517759e-05,0.02374299999996765,1.415975206635516e-05,7.444588721918589e-05,0.9716826440633273,7.349693747903622e-07,101.29114187978287,10.133444629412132,29.70362112862917,0.00037824109774566516,0.001204057603839183,2.598070613238136e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_hiq_hiins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,temperature,probe 4 (-0 0.574779 0),K,301,6927.0,7227.0,steady,4.751919590992101e-05,25.54002313147223,False,True,463.9458376312294,0.006443488951957259,0.0008632072506944497,4.151854987399526e-05,0.02235799999999699,1.3888450826190862e-05,7.348777716663597e-05,0.9820531603364554,5.745211348477923e-07,127.91135557807647,12.999609094200599,23.15454240345446,0.0003713965288491268,0.001339069095153315,2.8862616851790433e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_hiq_hiins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,temperature,probe 5 (-0 0.949515 0),K,301,6927.0,7227.0,steady,4.670941074837418e-05,6.070894207193739,False,True,465.472468681063,0.007244398119756627,0.003581341395460371,5.2481304117533356e-05,0.030606000000034328,1.5563537281343303e-05,7.24731491056117e-05,0.7556080892709176,2.3836179795083574e-06,30.40468301911363,4.536107982792571,66.35644502772504,0.0004175601658262297,0.0008893255172307269,1.910586720092534e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_hiq_hiins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,wall_temperature,wall T (spatial mean),K,301,6927.0,7227.0,steady,4.565909402202315e-05,11.621768311908353,False,True,461.68739225641787,0.006369323986206227,0.0018138571933342033,4.056828804126197e-05,0.024947068181745635,1.3795750312949308e-05,7.026742683939488e-05,0.9189002524714897,1.2072411258453048e-06,58.20496447235754,9.880959835264886,30.462627621027153,0.000367121731290301,0.0011540102326296079,2.4995489415242227e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_hiq_hiins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,heat,total_Q,W,301,6927.0,7227.0,not steady (drifting),0.09222382711928612,1.28490450569973,False,False,0.31470420265780735,0.024101336601294474,0.02258784668501183,0.0005808744259688967,0.10068899999999997,0.07658409515268211,-9.674408659875469e-05,0.1216504031580149,1.5033695906516996e-05,-6.435149892636637,4.863106791140245,61.89458980180548,0.0013891779470850487,0.0030634781254341276,0.009734468429597654
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_loq_loins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,mdot,lower (heater),kg/s,301,5301.0,5601.0,steady,0.00027237194436045793,0.9799776889880571,False,False,-0.014968714423820603,4.3246979092800446e-06,4.1603578305976475e-06,1.8703012006531187e-11,1.9898219999999953e-05,0.0002889157870764036,-1.3590192840641498e-08,0.07455669319086533,2.768991456321682e-09,-4.9079937786065475,9.582654593768945,31.41092033054423,2.4927144343745567e-07,7.716412674209753e-07,5.155026982096851e-05
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_loq_loins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,temperature,probe 0 (0.887519 0.70409 0),K,301,5301.0,5601.0,steady,8.706572632633052e-05,1.6475641405710926,False,False,463.59138029235896,0.02714493429221054,0.02449854257558034,0.0007368474577284276,0.15559400000000778,5.855357853092928e-05,0.0001345430674792678,0.18547783257912231,1.6305389547314504e-05,8.251447601963427,6.702239214932897,44.910363588538914,0.0015646080015241245,0.0040505640994341575,8.73735852655352e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_loq_loins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,temperature,probe 1 (0.887519 -0.245426 0),K,301,5301.0,5601.0,steady,8.342770171617502e-05,0.8505366839385219,False,False,459.4499233455147,0.04641398845018616,0.04506666423944589,0.0021542583238540144,0.26266099999998005,0.00010102077743798425,0.00012776950386129694,0.057214168244483554,2.9994825763825514e-05,4.259718154968916,1.9948561696629854,150.8880713193731,0.002675257819012234,0.003778517484414576,8.224002861728767e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_loq_loins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,temperature,probe 2 (-0 0 0),K,301,5301.0,5601.0,steady,9.899351125866392e-05,8.890344899502713,False,True,456.0740211627907,0.014028070693629983,0.005078359642862478,0.00019678676738548042,0.058494999999993524,3.075832001538806e-05,0.00015049456249587617,0.8689457781897729,3.3799819716937646e-06,44.52525597953437,15.928301916253956,18.897180727899567,0.0008085645526685923,0.0032270035081058517,7.075613515276301e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_loq_loins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,temperature,probe 3 (-0 0.323501 0),K,301,5301.0,5601.0,steady,8.211382748062892e-05,37.49007285121453,False,True,463.28182742192666,0.01106490549977625,0.001014717794836245,0.0001224321337189787,0.03825900000003912,2.388374601557393e-05,0.00012680614683944862,0.9915900166738847,6.75361355654235e-07,187.7604422844259,10.005056812663302,30.08478668697086,0.0006377705502873919,0.002017317429939106,4.354406563203839e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_loq_loins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,temperature,probe 4 (-0 0.574779 0),K,301,5301.0,5601.0,steady,8.097236305983134e-05,47.744210537781626,False,True,463.7872090265781,0.010905369837605402,0.0007865654463401013,0.00011892709129495367,0.036984000000018113,2.351373566445307e-05,0.0001251798209060199,0.9947977774059756,5.235109789680557e-07,239.11594204342043,12.270945756158135,24.529486641153483,0.0006285750675916542,0.0022018927875581216,4.747635865550441e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_loq_loins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,temperature,probe 5 (-0 0.949515 0),K,301,5301.0,5601.0,steady,7.862530252278037e-05,10.834005653524192,False,True,465.3153603720927,0.011121561720253569,0.0033769191329387437,0.00012368913509740954,0.04262199999999439,2.3901127423260074e-05,0.00012195186992584121,0.9078044904960566,2.24756153401674e-06,54.25963564516713,4.540603819388913,66.29074281149448,0.0006410361605460385,0.0013659642514891118,2.935566645375319e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_loq_loins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,wall_temperature,wall T (spatial mean),K,301,5301.0,5601.0,steady,7.703783336695563e-05,19.169019989101503,False,True,461.53523700830556,0.010463905047216506,0.0018548509366592193,0.00010949330883716305,0.036056931818109206,2.2671952666158407e-05,0.00011851891560541406,0.9685782443350743,1.234525155164799e-06,96.00364570100052,11.314575402859079,26.60285421969439,0.0006031294600982574,0.0020287553251335825,4.3956672480395555e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt3_jin_loq_loins__viscosity_screening_salt_test_3_jin_coarse_mesh,salt3,heat,total_Q,W,301,5301.0,5601.0,not steady (drifting),0.0857159654610909,1.9158852274017413,False,False,0.49394674086378726,0.02527339569730161,0.022098986501878137,0.0006387445300723836,0.105827,0.05116623637014968,-0.00014113040593166269,0.2354295318116464,1.4708327338342996e-05,-9.59527230290498,4.869011750547429,61.81952630657714,0.001456734310277209,0.003214406225695264,0.0065075967908485135
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_hiq_hiins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,mdot,lower (heater),kg/s,301,9102.0,9402.0,steady,0.0008777883241062731,0.3800089236285425,False,False,-0.01708003227784055,3.96916757238864e-05,3.945342326619145e-05,1.5754291217701533e-09,0.00016599582000000057,0.0023238642104547983,-4.9975509696155696e-08,0.011969128974656407,2.6258845127038905e-08,-1.9031876479859193,20.5191833554773,14.669199781757026,2.2877901549871928e-06,1.0363255913728228e-05,0.0006067468576844205
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_hiq_hiins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 0 (0.887519 0.70409 0),K,301,9102.0,9402.0,steady,6.075049927244963e-05,0.44954011382112824,False,False,478.97619001993354,0.06527482599968046,0.06472846757988045,0.00426080290928856,0.34768399999995836,0.00013627989733052057,-9.69934756110889e-05,0.01667018999965575,4.308104759434518e-05,-2.251418687038155,6.623951935450908,45.44115098255317,0.0037623784223527077,0.009683248143563363,2.021655427832514e-05
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_hiq_hiins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 1 (0.887519 -0.245426 0),K,301,9102.0,9402.0,steady,3.488270137486847e-05,0.05442739229303138,False,False,475.1393969534885,0.3045562954390188,0.3045184602291832,0.0927545370915389,1.9829630000000407,0.0006409830407492643,-5.524715231787877e-05,0.0002484457570364196,0.00020267704101445348,-0.2725871269945121,3.582054128892888,84.02999764077563,0.017554333034255045,0.03322388428401961,6.992449899344361e-05
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_hiq_hiins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 2 (-0 0 0),K,301,9102.0,9402.0,steady,1.329429161682325e-06,0.009902270230221633,False,False,474.37913139867146,0.06368802608866328,0.06368776415030333,0.004056164667070254,0.25003000000003794,0.00013425553923690505,2.1021781699164175e-06,8.225653623794571e-06,4.2388391091611205e-05,0.049593252203725305,17.38812570540295,17.31066390361276,0.003670916796000284,0.015307382223651713,3.2268245397977434e-05
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_hiq_hiins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 3 (-0 0.323501 0),K,301,9102.0,9402.0,steady,9.249155167972896e-06,0.19950296644449467,False,False,479.07759729900283,0.022247560441501793,0.022210512023393456,0.0004949539455982755,0.11231099999997696,4.6438323492752684e-05,1.47702101163937e-05,0.0033277869014243233,1.4782554899724027e-05,0.9991649086768785,15.139404342220043,19.88189186285128,0.0012823280655777432,0.004989459958256814,1.0414721928946267e-05
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_hiq_hiins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 4 (-0 0.574779 0),K,301,9102.0,9402.0,steady,4.4388984780575675e-06,0.1278798231686063,False,False,479.4014352059801,0.01665214583951835,0.016640735405996816,0.0002772939610605883,0.08459199999998646,3.4735285747243486e-05,7.093381003714795e-06,0.0013699764925975133,1.1075502647207548e-05,0.6404568017961009,15.82815748003206,19.016742812909538,0.0009598137296111821,0.003818582160180582,7.965312324398626e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_hiq_hiins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 5 (-0 0.949515 0),K,301,9102.0,9402.0,steady,8.289344021169866e-05,1.136763886325313,False,False,480.8131616478403,0.03691265378634386,0.03506115698035748,0.0013625440095504859,0.20267499999999927,7.677130480338146e-05,0.00013285419022684349,0.09780181764050233,2.3335503358233193e-05,5.693221534043751,8.285521162197352,36.32843295039918,0.002127609993448255,0.006124236266861753,1.273724755344218e-05
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_hiq_hiins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,wall_temperature,wall T (spatial mean),K,301,9102.0,9402.0,steady,2.246137192274672e-05,0.6311034052463077,False,False,476.94523320771697,0.01725603715163911,0.016974784450226,0.0002977708181787492,0.18673654545443696,3.618033256267778e-05,3.570948089953234e-05,0.03233194947039941,1.1297834231923703e-05,3.160736842697684,6.0887835898345015,49.435161483244876,0.0009946214461753063,0.0024542742370726777,5.145819826243663e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_hiq_hiins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,heat,total_Q,W,301,9102.0,9402.0,steady,nan,0.4402902270484141,True,False,0.06502406100332227,0.049495582498504116,0.049097969038304254,0.0024498126868662267,0.23174619999999999,0.7611887312909486,-7.205785311830329e-05,0.01600209003329589,3.2677923949219785e-05,-2.2050927479444034,5.096224948681784,59.06332688039177,0.002852877947082721,0.006440320593742374,0.09904519180082154
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_loq_loins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,mdot,lower (heater),kg/s,301,5897.0,6197.0,steady,0.000585529720713823,0.25752719783654987,False,False,-0.017065020100332232,3.890786529099288e-05,3.880008223312082e-05,1.5138219815020485e-09,0.00015462620999999802,0.0022799777007139533,-3.33069215110777e-08,0.0055327510813391045,2.5824003747450875e-08,-1.2897659803958739,16.674807213920715,18.05118320940554,2.2426120727055493e-06,9.157661080805734e-06,0.0005366334775443627
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_loq_loins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 0 (0.887519 0.70409 0),K,301,5897.0,6197.0,steady,2.058521467543519e-05,0.1612671691039608,False,False,478.89415594019954,0.061195883741637966,0.061129237039470194,0.0037449361869200696,0.364407999999969,0.0001277858227805971,3.286046335613448e-05,0.002176957225815901,4.068552321362229e-05,0.8076696761056319,6.06325509753361,49.64330135514828,0.003527272099162251,0.008685441177976148,1.813645263831684e-05
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_loq_loins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 1 (0.887519 -0.245426 0),K,301,5897.0,6197.0,steady,0.00019278945908455836,0.3032232189444174,False,False,475.06697836877066,0.3032104245927465,0.30204779867283016,0.09193656158171362,2.0848819999999932,0.0006382477385270493,0.0003052930192955029,0.007654070225213361,0.0002010326534354117,1.5186240348441118,3.7886625960516795,79.44756028517409,0.01747675832832916,0.03401761377225441,7.160593204996084e-05
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_loq_loins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 2 (-0 0 0),K,301,5897.0,6197.0,steady,0.00014262502510426186,1.080770636946495,False,False,474.26177763122934,0.0655811543914042,0.06258645047181702,0.004300887811309195,0.31023199999998496,0.00013828049715277287,0.00022547199313548643,0.08924297621498622,4.165539448635988e-05,5.412792170515096,17.230322867352392,17.46920254003642,0.003780034897318739,0.015690707155730864,3.308448602816028e-05
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_loq_loins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 3 (-0 0.323501 0),K,301,5897.0,6197.0,steady,3.5364585183432516e-05,0.9779430162487679,False,False,478.98841973754105,0.018002712860929,0.017321282007475392,0.0003240976703530584,0.06698599999998578,3.75848603412865e-05,5.6464089238953324e-05,0.07427038875147052,1.152845111987588e-05,4.897803586260185,13.669579127041674,22.019697695340927,0.0010376591185720268,0.003836474169394155,8.009534283723037e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_loq_loins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 4 (-0 0.574779 0),K,301,5897.0,6197.0,steady,3.760837679499885e-05,1.4274446187851288,False,False,479.312278817276,0.013665001535307612,0.012628270510117152,0.0001867322669599594,0.05355800000000954,2.8509600398776764e-05,6.0087189280765536e-05,0.14597932819564574,8.404943654957258e-06,7.149029398350095,15.353333357908676,19.604863190503938,0.0007876375942864966,0.0030862263635639212,6.438863555048745e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_loq_loins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 5 (-0 0.949515 0),K,301,5897.0,6197.0,steady,3.204055186305673e-05,0.2827445184325303,False,False,480.7454093488364,0.054660344633105484,0.05447797292962708,0.0029877532754098634,0.3829289999999901,0.00011369915046540378,5.134449407055944e-05,0.006661775271906145,3.625866998517081e-05,1.4160611542441706,14.682233571755187,20.5009679575624,0.003150569887493311,0.012072165542197474,2.511134855879138e-05
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_loq_loins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,wall_temperature,wall T (spatial mean),K,301,5897.0,6197.0,steady,3.5990766846094246e-05,1.1222502656140942,False,False,476.8555304283448,0.01608043263516258,0.015292842194629301,0.0002585803137340018,0.08848774999995612,3.372181218223057e-05,5.7207987383057196e-05,0.09555751165800486,1.0178391163464217e-05,5.620533389246012,4.799010439439378,62.7212638518792,0.0009268607283446172,0.0020304407856906246,4.257978897438269e-06
modern_runs__2026-06-19_ethan_blocker_and_1d_followon_wave__salt4_jin_loq_loins__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,heat,total_Q,W,301,5897.0,6197.0,not steady (drifting),0.13002809341591753,0.5072482920620045,False,False,0.16906321993355464,0.04380290595574727,0.043337687871463394,0.0019186945701680398,0.2160919,0.25909187091646974,-7.327656051572018e-05,0.02112862607418753,2.8844078403606768e-05,-2.540436878945573,5.33285626122914,56.44254884353928,0.002524757526049249,0.005830416963345623,0.03448660782420385
modern_runs__2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave__salt1_jin_basecont__viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,salt1,mdot,lower (heater),kg/s,273,3756.33125,4026.15625,steady,0.0007328875058320698,7.635285455103787,False,True,-0.011235570148021979,2.406256268758412e-06,1.0784677312726818e-06,5.790069230939156e-12,9.482390000000937e-06,0.00021416414450334175,2.7448029941283625e-08,0.7991228427491893,8.359591153338598e-10,32.83417745893185,26.220874811110512,10.411551939690522,1.4563325445094926e-07,7.457343418509159e-07,6.637263014037631e-05
modern_runs__2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave__salt1_jin_basecont__viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,salt1,temperature,probe 0 (0.887519 0.70409 0),K,273,3756.33125,4026.15625,steady,0.00022919487878596967,10.251257541028757,False,True,431.7951123223446,0.02759600178223036,0.009653959822295359,0.0007615393143648611,0.10160600000000386,6.390994477406065e-05,-0.00032988409476364643,0.8776176902590738,7.483131371015626e-06,-44.0836968386503,32.080468600744524,8.50985075678303,0.0016701860070183156,0.00945987052833565,2.1908239019791516e-05
modern_runs__2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave__salt1_jin_basecont__viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,salt1,temperature,probe 1 (0.887519 -0.245426 0),K,273,3756.33125,4026.15625,steady,0.0002411003848606398,10.423750107287967,False,True,424.4901677032962,0.028480988939606353,0.009818418683240107,0.0008111667309779794,0.10160000000001901,6.70945786417215e-05,-0.0003411491426760742,0.8811571755128905,7.610609347331103e-06,-44.825470222789555,32.64960655154435,8.361509642360051,0.0017237478663885406,0.009849466732953909,2.320305034683004e-05
