branch_name,branch_type,component_spans,component_span_count,branch_total_length_m,time_sample_count,total_row_count,usable_row_count,masked_row_count,warning_fraction,thermal_warning_fraction,mean_mdot_mean_abs_kg_s,mean_bulk_positive_mass_flux_kg_s,mean_t_wall_area_avg_k,mean_bulk_temp_fluid_area_avg_k,mean_bulk_temp_area_weighted_k,mean_bulk_minus_wall_temp_k,mean_abs_bulk_minus_wall_temp_k,min_abs_bulk_minus_wall_temp_k,mean_wall_heat_per_length_w_m,mean_wall_heatflux_area_avg_w_m2,mean_effective_htc_w_m2_k,mean_effective_ua_per_m_w_m_k,mean_effective_thermal_resistance_k_m_w,mean_effective_htc_tp_endpoint_proxy_w_m2_k,mean_effective_ua_per_m_tp_endpoint_proxy_w_m_k,mean_effective_thermal_resistance_tp_endpoint_proxy_k_m_w,min_bulk_positive_mass_flux_kg_s,mean_area_ratio_to_reference,max_area_ratio_to_reference,thermal_status_breakdown_json,mean_branch_total_wall_heat_w,mean_branch_total_abs_wall_heat_w,source_id,case_label,usable_fraction,case_order,fit_status,fit_reason
left_lower_leg,span_section,left_lower_leg,1,0.323501,4,136,128,8,1.0,0.058823529411764705,0.012243561806666685,0.013064855120702181,449.3179824556537,454.34425516501784,450.5386974418447,5.026272709364251,5.022098280530749,3.81636654280544,-26.419120172942662,-382.8227715750961,79.78920361014828,5.535085601456826,0.1942473700129852,80.04890794371545,5.542275480436566,0.19720084358679438,0.012480392263479604,1.0000000034395247,1.0000000037008279,"{""missing_wall_faces"": 8, ""usable"": 128}",-8.158129440745899,8.158129440745899,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,0.9411764705882353,4,candidate,thermal_support_clean
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.012243561806666668,0.012805209405838982,449.68294091496597,453.7054429937789,450.73044602394805,4.022502078812799,4.03254387162935,3.181896592685348,-26.502072563102892,-383.76687686874396,96.20674398838648,6.628434141100766,0.1522545951262549,4781.509653858221,342.051534284236,0.008336552809294764,0.012356445105972861,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-9.539256427269779,9.539256427269779,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,0.9487179487179487,4,candidate,thermal_support_clean
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,276,92,0.8586956521739131,0.25,0.012243561702500006,0.012098294180172579,459.1043443439836,446.7469551988917,446.42972274896704,-12.357389145092087,14.259263849635145,1.5567984556470833,263.26519877487885,3795.13872989569,209.4931724501777,14.527681660817484,0.10223902250303307,220.23479447731214,15.251546020280463,0.11272311715848926,0.003132950898005786,1.4258824256107032,2.9195266054678455,"{""area_ratio_out_of_range"": 92, ""usable"": 276}",237.04757344349326,249.60108037696654,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,0.75,4,screening_only,thermal_support_marginal
right_leg,span_section,right_leg,1,0.9144000000000001,4,372,272,100,1.0,0.26881720430107525,0.012243562342499998,0.012957072889761246,442.0928271638454,454.15618713161604,450.64491569797326,12.063359967770303,11.217839574693661,2.7108317757644045,-24.986003912654603,-360.1657093854277,30.30547376010576,2.101683936168326,0.482900997421306,1002.0826059747425,70.07689678827407,0.054881508010011563,0.00494559159351481,1.4820533501328375,6.207896086691372,"{""area_ratio_out_of_range"": 100, ""usable"": 272}",-22.847201977731434,22.847201977731434,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,0.7311827956989247,4,do_not_fit,thermal_low_usable_fraction
test_section_span,span_section,test_section_span,1,0.25127800000000006,4,108,108,0,1.0,0.0,0.012243561812500046,0.012789989219716087,449.92089016347876,454.1134747275903,450.91627425800874,4.192584564111537,4.195607557347016,3.728268198301521,-28.440173927121265,-436.1607879547328,104.06254308731603,6.783806921638663,0.14894765338487181,322.81480184803627,20.707463450078283,0.060773682030480475,0.012736328971835992,1.0080518102155136,1.1086994291205967,"{""usable"": 108}",-7.146390024059183,7.146390024059183,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,1.0,4,candidate,thermal_support_clean
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,4,400,384,16,1.0,0.04,0.012243561808248012,0.012889424477835549,449.62327329720114,454.03340216238206,450.715581518467,4.410128865180963,4.408257002871243,3.181896592685348,-27.00357007158779,-397.75997057653234,92.75048835668335,6.2985560182586084,0.16564562076592595,1973.2094023452366,140.44678346128578,0.08681012531589347,0.012356445105972861,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 16, ""usable"": 384}",-24.843775892074863,24.843775892074863,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,0.96,4,candidate,thermal_support_clean
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,360,16,0.8936170212765957,0.0425531914893617,0.012243561375000007,0.012178205042683713,441.4255155590076,448.93352794039,448.38444590808456,7.5080123813823985,7.507990156830366,0.43069689390040367,-166.20123603239782,-2391.078048353308,289.4534421452591,20.08140888700721,0.06578806545982177,283.38369237246104,19.792117466190312,0.11835205942687818,0.012174964273112463,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""usable"": 360}",-148.59949407097392,148.59949407097392,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,0.9574468085106383,4,screening_only,thermal_support_marginal
left_lower_leg,span_section,left_lower_leg,1,0.323501,4,136,128,8,1.0,0.058823529411764705,0.014926408790732211,0.015474120244040686,464.00183901165155,467.4697247817717,464.97198807641297,3.4678857701201267,3.459757437476652,2.3571785794657103,-29.388494559034463,-425.84424578762963,137.06571462320196,9.520930909578865,0.12155685081875417,95.0424543328374,6.571576955690704,0.16602764716188237,0.015192353786882981,1.0000000034395247,1.0000000037008279,"{""missing_wall_faces"": 8, ""usable"": 128}",-9.075061588417569,9.075061588417569,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,0.9411764705882353,5,candidate,thermal_support_clean
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.01492640877907902,0.015369192668247135,463.4774391770168,466.598642587933,464.64539547489727,3.1212034109163755,3.133081632125694,2.1970170602280064,-29.285131675659375,-424.0673569019157,137.71921333621407,9.474779377301727,0.10677814642032724,1559.285263956009,107.37391616182833,0.013473996779945022,0.014891628739365812,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-10.541001270572622,10.541001270572622,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,0.9487179487179487,5,candidate,thermal_support_clean
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,276,92,0.9239130434782609,0.25,0.014926323574581289,0.01477098776692944,472.75906636548297,460.1915603729567,459.8082333131912,-12.567505992525815,14.36679366395847,1.1165568527707705,295.42148028594477,4258.70383631734,234.95219759729744,16.310475609700543,0.09215580902671937,254.96265943046689,17.65152691180264,0.10884050635679215,0.008021920265888794,1.4356299959586623,2.9195266054678455,"{""area_ratio_out_of_range"": 92, ""usable"": 276}",266.0015276259532,279.83281804338185,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,0.75,5,screening_only,thermal_support_marginal
right_leg,span_section,right_leg,1,0.9144000000000001,4,372,272,100,1.0,0.26881720430107525,0.014926362110173225,0.015460496024532864,454.92143651183494,467.1783887042067,464.8120822105617,12.256952192372053,11.366693271884387,3.198776333368073,-27.551758446464863,-397.15211691537365,33.264373988511494,2.3066780053007383,0.4455606092578147,383.7037868523507,26.740169290839617,0.08478807016838846,0.0061096248976377,1.4820533501328375,6.207896086691372,"{""area_ratio_out_of_range"": 100, ""usable"": 272}",-25.19332792344757,25.19332792344757,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,0.7311827956989247,5,do_not_fit,thermal_low_usable_fraction
test_section_span,span_section,test_section_span,1,0.25127800000000006,4,108,108,0,1.0,0.0,0.014926409017257322,0.015378865452607365,463.1828191431599,467.05736040152436,464.84047888530654,3.8745412583644554,3.8499173927185733,2.443882555593291,-50.031798777672016,-764.2214813106551,197.58823715381234,12.908255594173886,0.07962556725211636,4622.516649682932,305.46203478474155,0.011765725497819644,0.015230927298034793,1.0080518102155136,1.1086994291205967,"{""usable"": 108}",-12.571890333255881,12.571890333255881,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,1.0,5,candidate,thermal_support_clean
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,4,400,384,16,1.0,0.04,0.014926408847945891,0.015407203053099729,463.57389765910136,467.0173690047821,464.80868493753195,3.443471345679953,3.443583624909427,2.1970170602280064,-34.98621357975931,-517.5676214778284,153.8219541140147,10.426461410515595,0.10435729564168048,1900.8380461018503,127.39940190512064,0.06443706446202067,0.014891628739365812,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 16, ""usable"": 384}",-32.18795319224607,32.18795319224607,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,0.96,5,candidate,thermal_support_clean
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,360,16,0.9042553191489362,0.0425531914893617,0.014926540666956709,0.014847838947335108,454.19350943174487,462.1589955770678,461.49453232666906,7.965486145322162,7.965702293037043,0.26756723212412226,-183.71482256699144,-2642.96644076369,328.345287119502,22.70775131066122,0.06290895778530016,826.9674891771373,57.93168824167614,0.10408243723938757,0.0148404144774268,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""usable"": 360}",-164.25828314220274,164.25828314220274,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,0.9574468085106383,5,screening_only,thermal_support_marginal
left_lower_leg,span_section,left_lower_leg,1,0.323501,4,136,128,8,1.0,0.058823529411764705,0.013970305828575754,0.014734502626179417,463.8684565817542,468.0945337713685,464.9636084507116,4.226077189614053,4.221330987375724,3.04933833917147,-29.360567385358614,-425.4402192023443,108.89450727046223,7.559684202919411,0.14766396266130263,84.02608333306607,5.817460758018312,0.18874355487881603,0.014262797400773027,1.0000000034395247,1.0000000037008279,"{""missing_wall_faces"": 8, ""usable"": 128}",-9.066437777470405,9.066437777470405,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,0.9411764705882353,6,candidate,thermal_support_clean
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.01397030582807529,0.0144557223024224,463.732465489895,467.26818970322176,464.9133349112445,3.5357242133265814,3.547944442010523,2.588848143975099,-29.339593017643267,-424.85747747049624,121.70510667087068,8.377186397720893,0.12078405381289198,9818.670375019869,693.7549657756306,0.008676509377224351,0.013987031808679216,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-10.560604292386126,10.560604292386126,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,0.9487179487179487,6,candidate,thermal_support_clean
