branch_name,branch_profile_index,case_count,branch_s_fraction,mean_effective_htc_w_m2_k,mean_effective_ua_per_m_w_m_k,mean_bulk_temp_k,mean_wall_temp_k,bulk_minus_wall_delta_k
left_upper_leg,12,3,0.31578947368421056,95.60464307751381,6.062150516350587,449.9655089128835,446.04969096354336,3.9158179493400858
left_upper_leg,13,3,0.34210526315789486,95.98790807695563,6.8472593877619135,449.96408231031364,446.0617645817917,3.902317728521988
left_upper_leg,14,3,0.3684210526315789,96.36886365162441,6.874434702728551,449.9625845875059,446.07387048194596,3.8887141055598513
left_upper_leg,15,3,0.3947368421052631,96.73987836427632,6.900900890242067,449.9609392090338,446.0856274969151,3.875311712118806
left_upper_leg,16,3,0.4210526315789474,97.089761499691,6.156319770582191,449.95920934433815,446.0966749348899,3.8625344094482634
left_upper_leg,17,3,0.44736842105263164,97.44558183212602,6.951241967488412,449.95729254806565,446.1078821530878,3.8494103949778187
left_upper_leg,18,3,0.4736842105263159,97.83092482645289,6.97873025729771,449.95522720707044,446.12011344953834,3.835113757532099
left_upper_leg,19,3,0.5,98.23315136834537,7.007422928282661,449.95299555289813,446.13290495956926,3.8200905933289278
left_upper_leg,20,3,0.5263157894736842,98.63771939888223,6.254473516884783,449.9506637299064,446.1456494226311,3.8050143072752953
left_upper_leg,21,3,0.5526315789473685,99.06803590409443,7.066979085819864,449.9481936332704,446.15920930848887,3.788984324781628
left_upper_leg,22,3,0.5789473684210527,99.54876878391008,7.101271975312692,449.9457576592851,446.17459583703817,3.7711618222469006
left_upper_leg,23,3,0.605263157894737,100.06713220510676,7.138249224563878,449.94329893047734,446.19123610092714,3.752062829550217
left_upper_leg,24,3,0.6315789473684211,100.59783825697826,6.378761715985317,449.9410027134368,446.2082806300359,3.7327220834009154
left_upper_leg,25,3,0.6578947368421053,101.1777721025474,7.217476352736554,449.93873210598093,446.2268730986114,3.711859007369469
left_upper_leg,26,3,0.6842105263157897,101.84264491328035,7.264904720060137,449.93670182487,446.2484746649702,3.688227159899744
left_upper_leg,27,3,0.7105263157894738,102.57843875088186,7.317392281909321,449.93488607941117,446.27242096589606,3.662465113515092
left_upper_leg,28,3,0.7368421052631579,103.35873359089732,6.553826049006646,449.93324285409875,446.29757668958445,3.635666164514305
left_upper_leg,29,3,0.7631578947368421,104.23266326188819,7.435395805246217,449.93200898749586,446.3258078931977,3.6062010942981715
left_upper_leg,30,3,0.7894736842105262,105.28511837308685,7.510472200245995,449.9312136469758,446.35973223298714,3.571481413988655
left_upper_leg,31,3,0.8157894736842106,106.51469564364614,7.598183607625285,449.93099146944786,446.3990064603406,3.5319850091072076
left_upper_leg,32,3,0.8421052631578948,107.90438801781391,6.842059344422448,449.9314110632707,446.44261532795264,3.4887957353180354
left_upper_leg,33,3,0.8684210526315791,109.64442041670458,7.821441284167779,449.9325255783327,446.4957882351866,3.436737343146073
left_upper_leg,34,3,0.8947368421052633,112.21390391745904,8.004734450484321,449.93437689838584,446.57015130924464,3.3642255891412938
left_upper_leg,35,3,0.9210526315789475,116.87004829709319,8.336878585882907,449.9385882320705,446.69215824398344,3.2464299880870917
left_upper_leg,36,3,0.9473684210526317,126.34375457492035,6.008454446190164,449.9521973474537,446.90638786365963,3.0458094837940357
left_upper_leg,37,3,0.9736842105263159,nan,nan,nan,nan,nan
left_upper_leg,38,3,1.0,nan,nan,nan,nan,nan
lower_leg,0,3,0.0,118.8063834895599,7.773443853115684,449.5154392196321,445.69772095405614,3.8177182655760284
lower_leg,1,3,0.010989010989010986,851.7641891933227,62.69683099907505,449.50675847050815,450.14941669729745,-0.6426582267893082
lower_leg,2,3,0.021978021978021973,145.40944076600434,9.514068954199233,449.49142853775203,452.6088104588878,-3.1173819211357263
lower_leg,3,3,0.03296703296703297,119.78566803845733,8.739402760419969,449.4741132205683,453.0793143984856,-3.6052011779173276
lower_leg,4,3,0.043956043956043946,97.94636917334351,6.238931087338224,449.45696898330925,453.3980544543726,-3.9410854710633316
lower_leg,5,3,0.054945054945054944,93.83467648801337,6.724155226128693,449.44050580379206,453.5552119819219,-4.114706178129874
lower_leg,6,3,0.06593406593406594,93.09158610271247,6.670905667598533,449.42460800571456,453.5707887859957,-4.146180780281175
lower_leg,7,3,0.07692307692307691,110.84397378511711,7.575301553485809,449.4092944517892,452.87726532020906,-3.4679708684198736
lower_leg,8,3,0.08791208791208789,95.65405977283297,6.695861775905052,449.4527787385027,453.48442207053773,-4.031643332035098
lower_leg,9,3,0.0989010989010989,80.38809070432164,5.5205542300663595,449.4365464518525,454.2583329139373,-4.821786462084883
lower_leg,10,3,0.10989010989010989,72.96996196721392,5.083748197618175,449.42087079334556,454.7658168108096,-5.344946017464092
lower_leg,11,3,0.12087912087912085,49.56100846943534,3.279987626699906,449.4057285703787,457.4596918434254,-8.05396327304669
lower_leg,12,3,0.13186813186813187,80.30975904936413,5.311870821151023,444.5269440757461,463.88601121837775,-19.35906714263164
lower_leg,13,3,0.14285714285714285,256.27416179864065,18.244311011126396,444.30226455258065,464.1492954434618,-19.847030890881154
lower_leg,14,3,0.15384615384615383,255.34811381465292,17.757589105226817,444.0775378664689,463.9993732205157,-19.921835354046703
lower_leg,15,3,0.16483516483516483,254.34333904549203,16.933262158879888,443.85282632397,463.855542131072,-20.00271580710203
lower_leg,16,3,0.17582417582417578,261.27143340109086,18.169512551847525,443.6277495570101,463.1108948226369,-19.483145265626813
lower_leg,17,3,0.18681318681318682,255.95074184338725,18.221286550492348,443.4033579729432,463.2890654866363,-19.88570751369315
