candidate_id,case_id,split_role,sensor,kind,predicted_K,target_K,error_K,abs_error_K,prediction_source_segment,prediction_source_fraction,validation_excluded,source_path
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW10,TW,574.892928,389.74,185.152928,185.152928,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW11,TW,429.1635709,448.41,-19.24642906,19.24642906,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW2,TW,428.2447365,445.08,-16.83526351,16.83526351,right_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW3,TW,428.0762027,443.57,-15.49379733,15.49379733,right_vertical,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW4,TW,430.3234962,445.49,-15.16650377,15.16650377,heated_incline,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW5,TW,432.7778395,471.69,-38.91216049,38.91216049,heated_incline,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW6,TW,435.4411403,467.02,-31.57885974,31.57885974,heated_incline,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW7,TW,437.5719927,453.23,-15.65800727,15.65800727,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW8,TW,435.1478793,450.32,-15.17212068,15.17212068,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW9,TW,431.9274439,450.67,-18.74255608,18.74255608,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP1,TP,432.0439683,465.81,-33.76603166,33.76603166,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP2,TP,nan,458.52,,,,nan,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP3,TP,441.5792801,459.32,-17.74071991,17.74071991,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP4,TP,441.1311069,462.57,-21.43889306,21.43889306,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP5,TP,441.9893615,463.65,-21.66063849,21.66063849,test_section,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP6,TP,435.2687338,466.47,-31.20126616,31.20126616,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW1,TW,430.9688577,455,-24.03114227,24.03114227,right_vertical,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW10,TW,578.92191,399.09,179.83191,179.83191,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW11,TW,431.5259707,460.55,-29.02402927,29.02402927,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW2,TW,430.5812743,456.08,-25.49872568,25.49872568,right_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW3,TW,430.3942864,454.9,-24.50571357,24.50571357,right_vertical,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW4,TW,432.7343683,458,-25.26563168,25.26563168,heated_incline,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW5,TW,435.2975134,485.59,-50.29248663,50.29248663,heated_incline,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW6,TW,438.0688525,480.13,-42.06114751,42.06114751,heated_incline,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW7,TW,440.3166583,464.84,-24.52334166,24.52334166,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW8,TW,437.5818324,461.67,-24.08816761,24.08816761,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW9,TW,434.1401082,462.49,-28.34989185,28.34989185,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP1,TP,433.6100177,481.34,-47.7299823,47.7299823,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP2,TP,nan,475.74,,,,nan,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP3,TP,443.650412,475.95,-32.29958799,32.29958799,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP4,TP,443.2245275,478.89,-35.66547252,35.66547252,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP5,TP,444.0138385,479.32,-35.30616151,35.30616151,test_section,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP6,TP,436.653158,481.36,-44.70684203,44.70684203,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW1,TW,432.514789,469.77,-37.25521103,37.25521103,right_vertical,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW10,TW,581.860807,409.93,171.930807,171.930807,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW11,TW,433.0866422,476.14,-43.05335778,43.05335778,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW2,TW,432.1051538,471.15,-39.04484622,39.04484622,right_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW3,TW,431.8953327,470.42,-38.52466729,38.52466729,right_vertical,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW4,TW,434.3639708,474.86,-40.49602924,40.49602924,heated_incline,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW5,TW,437.0751309,503.72,-66.64486912,66.64486912,heated_incline,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW6,TW,439.9928349,496.76,-56.76716507,56.76716507,heated_incline,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW7,TW,442.4026401,481.26,-38.85735994,38.85735994,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW8,TW,439.2865358,477.37,-38.08346423,38.08346423,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW9,TW,435.5484206,477.88,-42.33157943,42.33157943,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP1,TP,429.6835395,453.26,-23.57646051,23.57646051,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP2,TP,nan,446.63,,,,nan,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP3,TP,438.8530212,446.67,-7.816978792,7.816978792,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP4,TP,438.3850872,449.74,-11.35491285,11.35491285,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP5,TP,439.3203919,451.64,-12.3196081,12.3196081,test_section,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP6,TP,433.0827507,456.72,-23.63724933,23.63724933,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW1,TW,428.6267198,443.86,-15.23328022,15.23328022,right_vertical,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW10,TW,574.974655,389.74,185.234655,185.234655,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW11,TW,429.1762737,448.41,-19.23372626,19.23372626,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW2,TW,428.2573918,445.08,-16.82260818,16.82260818,right_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW3,TW,428.0888536,443.57,-15.48114638,15.48114638,right_vertical,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW4,TW,430.3359206,445.49,-15.15407945,15.15407945,heated_incline,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW5,TW,432.790047,471.69,-38.89995297,38.89995297,heated_incline,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW6,TW,435.4531508,467.02,-31.56684917,31.56684917,heated_incline,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW7,TW,437.5837674,453.23,-15.64623261,15.64623261,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW8,TW,435.1594642,450.32,-15.16053576,15.16053576,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW9,TW,431.9389751,450.67,-18.73102487,18.73102487,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP1,TP,432.0551149,465.81,-33.75488508,33.75488508,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP2,TP,nan,458.52,,,,nan,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP3,TP,441.5896297,459.32,-17.73037031,17.73037031,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP4,TP,441.1414393,462.57,-21.42856074,21.42856074,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP5,TP,441.9995894,463.65,-21.65041058,21.65041058,test_section,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP6,TP,435.2788588,466.47,-31.19114118,31.19114118,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW1,TW,430.9799256,455,-24.02007444,24.02007444,right_vertical,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW10,TW,578.9976976,399.09,179.9076976,179.9076976,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW11,TW,431.5370604,460.55,-29.01293961,29.01293961,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW2,TW,430.5923206,456.08,-25.48767937,25.48767937,right_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW3,TW,430.4053278,454.9,-24.49467218,24.49467218,right_vertical,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW4,TW,432.7452074,458,-25.25479257,25.25479257,heated_incline,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW5,TW,435.3081598,485.59,-50.28184018,50.28184018,heated_incline,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW6,TW,438.0793235,480.13,-42.0506765,42.0506765,heated_incline,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW7,TW,440.3269208,464.84,-24.51307917,24.51307917,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW8,TW,437.5919338,461.67,-24.07806617,24.07806617,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW9,TW,434.1501572,462.49,-28.33984277,28.33984277,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP1,TP,433.6195585,481.34,-47.72044155,47.72044155,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP2,TP,nan,475.74,,,,nan,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP3,TP,443.6592425,475.95,-32.29075749,32.29075749,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP4,TP,443.233344,478.89,-35.65665604,35.65665604,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP5,TP,444.0225731,479.32,-35.29742693,35.29742693,test_section,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP6,TP,436.6617944,481.36,-44.69820561,44.69820561,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW1,TW,432.5242617,469.77,-37.24573829,37.24573829,right_vertical,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW10,TW,581.9304436,409.93,172.0004436,172.0004436,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW11,TW,433.0961347,476.14,-43.04386531,43.04386531,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW2,TW,432.1146071,471.15,-39.03539286,39.03539286,right_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW3,TW,431.9047808,470.42,-38.51521924,38.51521924,right_vertical,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW4,TW,434.3732387,474.86,-40.4867613,40.4867613,heated_incline,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW5,TW,437.084228,503.72,-66.63577203,66.63577203,heated_incline,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW6,TW,440.0017758,496.76,-56.75822419,56.75822419,heated_incline,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW7,TW,442.4113975,481.26,-38.84860249,38.84860249,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW8,TW,439.2951584,477.37,-38.07484162,38.07484162,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW9,TW,435.5569935,477.88,-42.32300646,42.32300646,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TP1,TP,441.6092562,453.26,-11.65074381,11.65074381,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TP2,TP,nan,446.63,,,,nan,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TP3,TP,449.9720311,446.67,3.302031061,3.302031061,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TP4,TP,449.4859127,449.74,-0.2540872798,0.2540872798,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TP5,TP,450.3039827,451.64,-1.336017339,1.336017339,test_section,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TP6,TP,445.1120074,456.72,-11.60799258,11.60799258,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW1,TW,440.4699511,443.86,-3.390048943,3.390048943,right_vertical,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW10,TW,599.3928324,389.74,209.6528324,209.6528324,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW11,TW,441.0397714,448.41,-7.370228563,7.370228563,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW2,TW,440.0795119,445.08,-5.000488133,5.000488133,right_vertical,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW3,TW,439.9076625,443.57,-3.662337533,3.662337533,right_vertical,0.75,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW4,TW,441.9497877,445.49,-3.54021231,3.54021231,heated_incline,0.25,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW5,TW,444.20731,471.69,-27.48269001,27.48269001,heated_incline,0.5,no,Fluid build_validation_table with AGENT-522 wall thermal-circuit scenario
