source_id,case_label,time_s,span_name,bin_index,selection_status,stored_bulk_temp_flow_weighted_k,stored_bulk_temp_area_weighted_k,exact_bulk_temp_flow_weighted_k,exact_bulk_temp_cp_weighted_k,exact_bulk_temp_area_weighted_k,delta_exact_minus_stored_flow_k,delta_exact_flow_minus_stored_flow_k,delta_exact_cp_minus_exact_flow_k
val_water_test_1_coarse_mesh_laminar,Water 1,5270.0,test_section_span,16,aligned_area_match,315.71396497563796,315.5165264807146,315.7139634961515,315.713968557034,315.5165264807146,3.5813960153063817e-06,-1.4794864569012134e-06,5.060882472207595e-06
val_water_test_1_coarse_mesh_laminar,Water 1,5270.0,test_section_span,17,aligned_area_match,315.7016173045304,315.4988266931572,315.70161580746327,315.7016209421043,315.4988266931572,3.6375739114191674e-06,-1.4970671031733218e-06,5.134641014592489e-06
val_water_test_1_coarse_mesh_laminar,Water 1,5270.0,test_section_span,18,aligned_area_match,315.69633111618106,315.48537682363855,315.69632954207304,315.69633494676094,315.48537682363855,3.830579885288898e-06,-1.5741080119369144e-06,5.404687897225813e-06
val_water_test_1_coarse_mesh_laminar,Water 1,5270.0,test_section_span,19,aligned_area_match,315.69216475948457,315.47284018157654,315.69216311297964,315.69216877240166,315.47284018157654,4.012917088402901e-06,-1.6465049270664167e-06,5.6594220154693176e-06
val_water_test_1_coarse_mesh_laminar,Water 1,5270.0,test_section_span,20,aligned_area_match,315.69209201805427,315.46278372707854,315.6920902758384,315.69209626716514,315.46278372707854,4.24911087293367e-06,-1.7422158862245851e-06,5.991326759158255e-06
val_water_test_1_coarse_mesh_laminar,Water 1,5270.0,test_section_span,21,aligned_area_match,315.6965190646267,315.45514479117827,315.69651717485175,315.6965236709761,315.45514479117827,4.606349364166817e-06,-1.8897749782809115e-06,6.496124342447729e-06
val_water_test_1_coarse_mesh_laminar,Water 1,5270.0,test_section_span,22,aligned_area_match,315.7009536106177,315.4469648871544,315.7009515272236,315.70095868260523,315.4469648871544,5.07198751620308e-06,-2.083394122109894e-06,7.155381638312974e-06
val_water_test_1_coarse_mesh_laminar,Water 1,5270.0,test_section_span,23,aligned_area_match,315.7034758580147,315.45126221326836,315.7034736163088,315.7034812936171,315.45126221326836,5.43560236110352e-06,-2.2417058858081873e-06,7.677308246911707e-06
val_water_test_1_coarse_mesh_laminar,Water 1,5270.0,test_section_span,24,aligned_area_match,315.7007409720637,315.4558234156009,315.70073866723806,315.7007465375436,315.4558234156009,5.565479852975841e-06,-2.3048256707625114e-06,7.870305523738352e-06
val_water_test_1_coarse_mesh_laminar,Water 1,5270.0,test_section_span,25,aligned_area_match,315.6831452977298,315.4485133716997,315.68314312470955,315.6831505553373,315.4485133716997,5.257607483599713e-06,-2.173020277496107e-06,7.4306277610958205e-06
