source_id,case_label,family,profile_name,span_name,span_kind,straight_section_flag,time_sample_count,section_length_m,mean_rho_bulk_kg_m3,mean_bulk_velocity_m_s,mean_mdot_mean_abs_kg_s,mean_hydraulic_diameter_geom_m,mean_dynamic_head_local_pa,loop_reference_dynamic_head_pa,mean_pressure_drop_p_pa,mean_hydro_integral_pa,mean_pressure_loss_hydro_pa,mean_pressure_loss_prgh_endpoint_pa,mean_pressure_loss_prgh_integrated_pa,mean_pressure_closure_residual_vs_prgh_endpoint_pa,mean_pressure_closure_residual_vs_prgh_integrated_pa,mean_apparent_darcy_f_local,mean_apparent_darcy_f_loop_ref,mean_direct_prgh_darcy_existing,mean_shear_darcy_core,mean_direct_prgh_gradient_pa_per_m,mean_direct_p_gradient_pa_per_m,mean_thermal_support_usable_fraction
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,salt2_val_case_v1,left_lower_leg,main_loop_leg,yes,5,0.30879640909090905,1955.6060495308604,0.01893089309764711,0.01369048021733334,0.02195991413590978,0.35042379012938063,0.3336336288851173,5761.562141026675,-5924.10327303448,-162.54113200780358,5.4231106659126835,nan,-167.96424267371626,nan,-65.97176295382752,-69.29180152160616,1.2792011400798031,1.2751012047667356,17.58358961019565,18998.187348255102,1.0
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,salt2_val_case_v1,left_upper_leg,main_loop_leg,yes,5,0.3599437894736842,1951.3455841989403,0.018880566232275364,0.013690480217333333,0.021982731251817298,0.34780372089114414,0.3336336288851173,6741.247485562149,-6890.296043904697,-149.04855834254977,9.59983315644587,nan,-158.64839149899564,nan,-52.34443517387219,-54.567608676085335,1.8481792714537852,0.9711179965647592,24.77715524305525,19025.221055168695,1.0
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,salt2_val_case_v1,lower_leg,main_loop_leg,yes,5,0.9004136306150923,1953.6584737728983,0.018473224672466627,0.013690452818000003,0.022041740782055636,0.3333527745644271,0.3336336288851173,-4711.829414456179,4730.382149634503,18.552735178323566,7.388111704688853,7.388111704688771,11.16462347363471,11.164623473634794,2.7248192153153044,2.7225254722446777,0.4666604492275767,0.9113817492730082,8.205241961565811,-5232.961001753632,0.75
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,salt2_val_case_v1,right_leg,main_loop_leg,yes,5,0.9144000000000002,1957.0560077904697,0.01838877639181912,0.013690487944,0.022082226572606178,0.3308864040919595,0.3336336288851173,-17445.88732988516,17555.309052666573,109.42172278141224,14.876892906083452,14.876892906083459,94.5448298753288,94.54482987532879,15.972072302725087,15.840554091533955,1.1042824900293347,1.1267026275320382,16.269567920038774,-19079.05438526373,0.7311827956989247
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,salt2_val_case_v1,test_section_span,test_section_leg,no,5,0.2512780000000001,1952.2737035026591,0.02113044329290443,0.01369049033,0.020787565883064133,0.4358408423852157,0.3336336288851173,-4700.827374772731,4812.427264670355,111.59988989762351,4.2107775680865895,4.2107775680865895,107.38911232953691,107.38911232953691,42.36576072197514,55.34432748373824,0.7926210951184206,0.9669165678960896,16.75744620733446,-18707.67586009411,1.0
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,salt2_val_case_v1,upper_leg,main_loop_leg,yes,5,0.894093796282035,1951.28039620957,0.018262965064792837,0.013690499889999996,0.022197541157231646,0.32541102478207706,0.3336336288851173,4752.388925854903,-4555.809235969133,196.57968988576994,55.17096863420288,nan,141.40872125156707,nan,29.995642442069233,29.256381492529208,4.032072997206838,0.9693543015185007,59.255515453179285,5400.558818725252,0.9888888888888889
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,salt1_jin_case_v1,left_lower_leg,main_loop_leg,yes,4,0.30879640909090905,1973.9905814254003,0.01543169348918579,0.011264835955833335,0.02195991413590978,0.23504025935762735,0.223770294904418,5815.181920070245,-5979.795402640938,-164.61348257069312,4.5343098175204535,nan,-169.1477923882136,nan,-99.61197186304024,-104.62882802024929,1.6582723965484731,1.7394582454771605,14.8625982523615,19175.264317127643,1.0
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,salt1_jin_case_v1,left_upper_leg,main_loop_leg,yes,4,0.3599437894736842,1969.2587923359242,0.015394039662554475,0.011264835955833333,0.021982731251817298,0.23333398589323687,0.223770294904418,6803.855075783493,-6953.54845196576,-149.6933761822679,7.7069333469329075,nan,-157.4003095292008,nan,-78.36128430939455,-81.71035755634283,2.265533499987287,1.610626463412974,20.478934570658332,19201.880174029287,1.0
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,salt1_jin_case_v1,lower_leg,main_loop_leg,yes,4,0.9004136306150922,1972.3455702869126,0.015056346131794806,0.011264944452499998,0.022041740782055636,0.2235590183229447,0.223770294904418,-4755.8681434714235,4775.629110126871,19.76096665544742,6.174964704788593,6.174964704788526,13.586001950658824,13.586001950658893,4.32762683080611,4.323540949064843,0.5485848856817362,1.5053798552528184,6.85792006565946,-5281.870444611757,0.7391304347826086
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,salt1_jin_case_v1,right_leg,main_loop_leg,yes,4,0.9144000000000002,1976.1220337220627,0.014984675482341111,0.011264811874999985,0.022082226572606178,0.22185971409139585,0.223770294904418,-17609.739650463,17726.3363387038,116.596688240802,19.892528646018686,19.892528646018683,96.7041595947833,96.7041595947833,25.383085114834877,25.166360923734345,2.233737292976908,1.3584922128268175,21.754733864849825,-19258.24546201115,0.7311827956989247
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,salt1_jin_case_v1,test_section_span,test_section_leg,no,4,0.2512780000000001,1970.398596013262,0.01722666290925231,0.011264837599999997,0.020787565883064133,0.29236568952763925,0.223770294904418,-4743.928120460994,4857.105798592494,113.1776781314993,1.61534856971566,1.6153485697156587,111.56232956178364,111.56232956178364,64.04917540960612,83.68305247593496,0.41071191745356583,1.3950290782275965,6.428531625194637,-18879.202001213762,1.0
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,salt1_jin_case_v1,upper_leg,main_loop_leg,yes,4,0.8940937962820349,1969.0743143129132,0.014891250651361038,0.011264751539999994,0.022197541157231646,0.2183204707009331,0.223770294904418,4794.1309129817,-4597.354109067207,196.77680391449303,60.38400865917474,nan,136.39279525531828,nan,44.75393495784331,43.66397324635689,6.434161116053049,1.5801406027304474,63.67478032507617,5447.967486727459,1.0
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,salt1_kirst_case_v1,left_lower_leg,main_loop_leg,yes,4,0.30879640909090905,1973.7974647029992,0.01497733922133971,0.010932096583333335,0.02195991413590978,0.22138180475031516,0.21076393193050974,5815.07363289394,-5979.210395549391,-164.13676265545155,3.851632296685841,nan,-167.98839495213738,nan,-105.4513955848906,-110.76382972262779,1.5114846125250294,1.8387960443469158,12.647814973688236,19174.954396160218,1.0
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,salt1_kirst_case_v1,left_upper_leg,main_loop_leg,yes,4,0.3599437894736842,1968.767232226151,0.014943062406198922,0.010932096583333332,0.021982731251817298,0.219808051854077,0.21076393193050974,6803.5336872267235,-6951.81272934075,-148.2790421140253,7.970869763113681,nan,-156.24991187713897,nan,-82.39732946682051,-85.93309254665004,2.477762260041691,1.7136070972460282,21.159601800578624,19200.977163107826,1.0
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,salt1_kirst_case_v1,lower_leg,main_loop_leg,yes,4,0.9004136306150922,1972.287072601596,0.014611906309921817,0.0109320966425,0.022041740782055636,0.2105493428464601,0.21076393193050974,-4755.956287278264,4775.487470014171,19.531182735905986,5.960185520427561,5.960185520427487,13.570997215478425,13.5709972154785,4.5415957894931935,4.536971768335134,0.551818620639023,1.6580173485260152,6.619386155178431,-5281.9683371845085,0.7391304347826086
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,salt1_kirst_case_v1,right_leg,main_loop_leg,yes,4,0.9144000000000002,1976.1229977425487,0.014542083867880296,0.010932096537499998,0.022082226572606178,0.2089475420836227,0.21076393193050974,-17609.759869239053,17726.344986222077,116.58511698302482,19.669838310724405,19.66983831072441,96.91527867230042,96.91527867230042,26.948989546243936,26.716739793891612,2.3499921377364816,1.4255770084840225,21.511196752760725,-19258.267573533514,0.7311827956989247
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,salt1_kirst_case_v1,test_section_span,test_section_leg,no,4,0.2512780000000001,1969.9550486594494,0.01672158544341715,0.010932096554999998,0.020787565883064133,0.2754109639913027,0.21076393193050974,-4743.73554454441,4856.012437874255,112.2768933298455,1.9555761265331695,1.9555761265331681,110.32131720331233,110.32131720331233,67.45099019448642,88.14004398891262,0.5516320701865837,1.4714391912829548,7.782520262550511,-18878.435615312148,1.0
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,salt1_kirst_case_v1,upper_leg,main_loop_leg,yes,4,0.8940937962820349,1968.7737231287497,0.014453709401842055,0.010932096570000004,0.022197541157231646,0.2056479791646721,0.21076393193050974,4793.521005571507,-4596.652294968254,196.86871060325348,62.00837982473897,nan,134.86033077851454,nan,47.53396419775312,46.38015427695078,6.98116595202647,1.7081516542495634,65.0611428536727,5447.274839506456,1.0
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,salt2_jin_case_v1,left_lower_leg,main_loop_leg,yes,4,0.30879640909090905,1959.846722295475,0.018161751071852354,0.013162731812500002,0.02195991413590978,0.3232269392893127,0.3077350840656042,5774.066380303946,-5936.949512393754,-162.8831320898082,5.337870265866158,nan,-168.2210023556744,nan,-71.6732267827607,-75.28136617899608,1.3792290980958453,1.4125367500268375,17.354657550592773,19039.472750330235,1.0
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,salt2_jin_case_v1,left_upper_leg,main_loop_leg,yes,4,0.3599437894736842,1955.5748177410755,0.01811348931577631,0.013162731812499997,0.021982731251817298,0.32081057806192803,0.3077350840656042,6755.748720090402,-6905.229672975884,-149.48095288548166,9.529447199462433,nan,-159.01040008494408,nan,-56.91334909214835,-59.33156547048158,2.0058350810498062,1.114791104969841,24.808691323098547,19066.13934225327,1.0
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,salt2_jin_case_v1,lower_leg,main_loop_leg,yes,4,0.9004136306150922,1957.9906922545747,0.017721751878929572,0.013162662015000007,0.022041740782055636,0.3074637582722791,0.3077350840656042,-4722.029412915304,4740.87172560141,18.84231268610506,7.451823515593944,7.4518235155938655,11.390489170511117,11.390489170511195,3.0003655899418527,2.9977196881877872,0.5082067518589884,1.0173527981245534,8.276000342757317,-5244.289127086606,0.75
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,salt2_jin_case_v1,right_leg,main_loop_leg,yes,4,0.9144000000000002,1961.4172309656258,0.017640629863653504,0.013162758539999996,0.022082226572606178,0.3051885015362856,0.3077350840656042,-17484.007126320597,17594.43037591063,110.42324959003508,17.037530420806938,17.037530420806938,93.38571916922814,93.38571916922814,17.47547606757901,17.330861502684627,1.3713230034394361,1.1809835307459315,18.632469839027706,-19120.74270157545,0.7311827956989247
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,salt2_jin_case_v1,test_section_span,test_section_leg,no,4,0.2512780000000001,1956.5840394221123,0.020271076225782843,0.013162700614999998,0.020787565883064133,0.40199636411434514,0.3077350840656042,-4710.89215584504,4823.052402970094,112.16024712505327,3.708518865310821,3.708518865310821,108.45172825974244,108.45172825974244,46.163210316366786,60.303304780900135,0.7496321158762174,1.0832720425470455,14.758629348016218,-18747.730226462474,1.0
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,salt2_jin_case_v1,upper_leg,main_loop_leg,yes,4,0.8940937962820349,1955.4109619033875,0.017521894942578897,0.013162774882499997,0.022197541157231646,0.3001720109544128,0.3077350840656042,4761.985684462936,-4565.453195583664,196.53248887927225,56.912471669056536,nan,139.62001721021574,nan,32.50992308786501,31.710940757720447,4.499594389800512,1.0796388774790266,60.98878443311107,5411.457727096962,1.0
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,salt2_kirst_case_v1,left_lower_leg,main_loop_leg,yes,4,0.30879640909090905,1960.7524399259498,0.0168856898046867,0.01224356180666667,0.02195991413590978,0.2795312600653657,0.2661271421671817,5776.920920843551,-5939.693196266299,-162.7722754227484,4.937023955608906,nan,-167.70929937835731,nan,-82.8206137045605,-86.99206822609207,1.4973307682523318,1.7243427186616356,16.11178578276137,19048.99552082185,1.0
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,salt2_kirst_case_v1,left_upper_leg,main_loop_leg,yes,4,0.3599437894736842,1956.4435050645984,0.016841120722317554,0.012243561806666668,0.021982731251817298,0.27744652774109196,0.2661271421671817,6758.660110707802,-6908.297050111508,-149.63693940370558,10.411729565106214,nan,-160.0486689688118,nan,-65.87740515442766,-68.67941829550868,2.5742234461672067,1.3820761320303803,27.788123990253126,19074.344807618112,1.0
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,salt2_kirst_case_v1,lower_leg,main_loop_leg,yes,4,0.9004136306150922,1959.0505077212483,0.01647538932081324,0.012243561702499994,0.022041740782055636,0.26588081984915146,0.2661271421671817,-4724.000335661824,4743.437850762363,19.437515100539713,7.373807337541721,7.373807337541638,12.063707762997993,12.063707762998073,3.579213130693732,3.5759002777926456,0.5717579776179265,1.2402093075915248,8.189355521533397,-5246.478035250041,0.75
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,salt2_kirst_case_v1,right_leg,main_loop_leg,yes,4,0.9144000000000002,1962.5234663568983,0.016399480766764892,0.012243562342499991,0.022082226572606178,0.2639034442987446,0.2661271421671817,-17492.76776388584,17604.353599416525,111.58583553068274,21.66697872475313,21.66697872475312,89.91885680592962,89.91885680592962,20.422111883739923,20.251469361910036,2.030087258845098,1.2682099935231048,23.695296068190196,-19130.323451318724,0.7311827956989247
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,salt2_kirst_case_v1,test_section_span,test_section_leg,no,4,0.2512780000000001,1957.5723954527493,0.018846046388017974,0.0122435618125,0.020787565883064133,0.3476388848114484,0.2661271421671817,-4712.924261011175,4825.488737332692,112.56447632151708,3.5102325146590068,3.510232514659007,109.05424380685807,109.05424380685807,53.573765793842185,69.9828061281356,0.8118253894612063,1.3229990722675335,13.969517883217016,-18755.81730597654,1.0
