source_id,case_label,case_order,feature_name,feature_class,adjacent_major_spans,time_s,start_patch,end_patch,dp_feature_p_pa,dp_feature_p_abs_pa,dp_feature_prgh_pa,dp_feature_prgh_abs_pa,dp_feature_hydro_path_pa,dp_feature_hydro_path_abs_pa,proxy_raw_delta_p_pa,proxy_raw_abs_delta_p_rgh_pa,path_vs_proxy_delta_p_residual_pa,path_vs_proxy_delta_p_rgh_residual_pa,local_boundary_reference_dp_pa,existing_span_reference_dp_pa,feature_excess_path_pa,feature_excess_existing_pa,reference_method_gap_fraction,dynamic_head_local_pa,keff_effective_path,support_fraction,re_effective,rho_effective_kg_m3,bulk_velocity_effective_m_s,hydraulic_diameter_geom_m,property_temperature_k,window_hydro_correction_abs_pa,window_vs_path_hydro_gap_fraction,pressure_method_status,reference_method_status,warning_flag,warning_note
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_lower_left,bend,left_lower_leg|lower_leg,2512.0,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,337.69603780899996,337.69603780899996,0.6419919009999999,0.6419919009999999,337.054045908,337.054045908,337.69603780899996,0.6419919009999999,0.0,0.0,3.5780564666866645,3.380094324218975,-2.9360645656866646,-2.738102423218975,0.055326723966155185,0.5446805225315592,-5.390434289885126,1.0,132.90774712210458,1943.5937979147518,0.023643006660223037,0.021018995802395968,466.8616807859786,369.054651216179,0.09494205957970824,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,yes,proxy_row_warning; profile correction not yet sampled; wall reference inferred from adjacent major-span mean gradients. warning_sources=negative_minor_residual.
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_lower_left,bend,left_lower_leg|lower_leg,2513.0,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,337.695868424,337.695868424,0.641872985,0.641872985,337.053995439,337.053995439,337.695868424,0.641872985,0.0,0.0,3.5778709124530597,3.379872812490647,-2.9359979274530597,-2.737999827490647,0.05533964327032169,0.5445850646460636,-5.391256789903377,1.0,132.89710961020018,1943.593443251587,0.02364098868339886,0.021018995802395968,466.86215385942785,369.0546237540954,0.09494214205476428,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,yes,proxy_row_warning; profile correction not yet sampled; wall reference inferred from adjacent major-span mean gradients. warning_sources=negative_minor_residual.
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_lower_left,bend,left_lower_leg|lower_leg,2514.0,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,337.695834158,337.695834158,0.6419016920000002,0.6419016920000002,337.05393246600005,337.05393246600005,337.695834158,0.6419016920000002,0.0,0.0,3.5777951474226795,3.37980406637994,-2.935893455422679,-2.7379023743799396,0.05533885336765735,0.5445390495701773,-5.391520512147067,1.0,132.8940337532182,1943.5923086945627,0.02364003953581784,0.021018995802395968,466.86366720746605,369.05458735381785,0.09494223863133783,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,yes,proxy_row_warning; profile correction not yet sampled; wall reference inferred from adjacent major-span mean gradients. warning_sources=negative_minor_residual.
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_lower_right,bend,lower_leg|right_leg,2511.0,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,-336.8808509999999,336.8808509999999,2.638340306,2.638340306,-339.51919130599987,339.51919130599987,-336.8808509999999,2.638340306,0.0,0.0,3.288174173056766,3.2911841104402124,-0.649833867056766,-0.6528438044402125,0.0009153825877320692,0.42442623363992266,-1.5310878912543284,1.0,109.0440065676452,1950.4052743279426,0.02086665313135463,0.02171577736609076,457.7760779939405,351.75091430479046,0.036026602654594723,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,yes,"proxy_row_warning; profile correction not yet sampled; wall reference inferred from adjacent major-span mean gradients. warning_sources=raw_feature_warning,negative_minor_residual."
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_lower_right,bend,lower_leg|right_leg,2512.0,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,-336.87968999999975,336.87968999999975,2.63565071,2.63565071,-339.51534070999975,339.51534070999975,-336.87968999999975,2.63565071,0.0,0.0,3.290362491968324,3.2910487433305837,-0.6547117819683237,-0.6553980333305836,0.00020856406062705213,0.42435145044609907,-1.542852702117687,1.0,109.0314340791389,1950.4070029874433,0.020864825554688937,0.02171577736609076,457.77377219228555,351.75923857915524,0.0360628708074011,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,yes,"proxy_row_warning; profile correction not yet sampled; wall reference inferred from adjacent major-span mean gradients. warning_sources=raw_feature_warning,negative_minor_residual."
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_lower_right,bend,lower_leg|right_leg,2513.0,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,-336.87809500000003,336.87809500000003,2.6413349900000007,2.6413349900000007,-339.51942999000005,339.51942999000005,-336.87809500000003,2.6413349900000007,0.0,0.0,3.2928329920137034,3.2908146576311976,-0.6514980020137027,-0.6494796676311969,0.0006129476919725179,0.42427936783361414,-1.5355401450234905,1.0,109.0242034296453,1950.406047411267,0.020863122205907643,0.02171577736609076,457.7750468036985,351.76000215894504,0.03605264113840412,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,yes,"proxy_row_warning; profile correction not yet sampled; wall reference inferred from adjacent major-span mean gradients. warning_sources=raw_feature_warning,negative_minor_residual."
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_lower_right,bend,lower_leg|right_leg,2514.0,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,-336.87695900000017,336.87695900000017,2.6289926999999995,2.6289926999999995,-339.5059517000002,339.5059517000002,-336.87695900000017,2.6289926999999995,0.0,0.0,3.2931711687383767,3.290703281497158,-0.6641784687383772,-0.6617105814971587,0.0007493953744784989,0.42424511294233963,-1.5655536115242124,1.0,109.02064713988707,1950.405756865906,0.020862344479298345,0.02171577736609076,457.77543435253307,351.75964773747944,0.036092728201439765,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,yes,"proxy_row_warning; profile correction not yet sampled; wall reference inferred from adjacent major-span mean gradients. warning_sources=raw_feature_warning,negative_minor_residual."
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_upper_left,bend,upper_leg|left_upper_leg,2511.0,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,329.87145000000237,329.87145000000237,1.5703074400000006,1.5703074400000006,328.30114256000235,328.30114256000235,329.87145000000237,1.5703074400000006,0.0,0.0,3.265636552452336,3.360115043980501,-1.6953291124523355,-1.7898076039805004,0.028931110370263368,0.6157807173251373,-2.7531377075537553,1.0,137.12221345137806,1944.0211902671251,0.0251578563078187,0.020510976720904323,466.29159628234606,571.8756524982529,0.7419240397365761,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,yes,proxy_row_warning; profile correction not yet sampled; wall reference inferred from adjacent major-span mean gradients. warning_sources=negative_minor_residual.
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_upper_left,bend,upper_leg|left_upper_leg,2512.0,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,329.8716400000012,329.8716400000012,1.5606633700000003,1.5606633700000003,328.3109766300012,328.3109766300012,329.8716400000012,1.5606633700000003,0.0,0.0,3.265381384173757,3.3599591730046607,-1.7047180141737566,-1.7992958030046604,0.028963780246096724,0.6156783398299818,-2.768845197062659,1.0,137.1113502163875,1944.0209627270706,0.02515577707630614,0.020510976720904323,466.2918997904885,571.8799256932494,0.7418848786702149,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,yes,proxy_row_warning; profile correction not yet sampled; wall reference inferred from adjacent major-span mean gradients. warning_sources=negative_minor_residual.
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_upper_left,bend,upper_leg|left_upper_leg,2513.0,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,329.87125000000015,329.87125000000015,1.5443429499999972,1.5443429499999972,328.32690705000016,328.32690705000016,329.87125000000015,1.5443429499999972,0.0,0.0,3.2651563715341623,3.359811056409794,-1.720813421534165,-1.8154681064097966,0.02898932672898518,0.6155699183450631,-2.79548004256041,1.0,137.09976779845272,1944.0208160918885,0.025153596540178715,0.020510976720904323,466.29209538230145,571.8805381129661,0.7418022276982486,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,yes,proxy_row_warning; profile correction not yet sampled; wall reference inferred from adjacent major-span mean gradients. warning_sources=negative_minor_residual.
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_upper_left,bend,upper_leg|left_upper_leg,2514.0,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,329.8706099999981,329.8706099999981,1.5335096800000017,1.5335096800000017,328.3371003199981,328.3371003199981,329.8706099999981,1.5335096800000017,0.0,0.0,3.2648614250622483,3.3597963372000583,-1.7313517450622466,-1.8262866572000567,0.029077776903195816,0.6155176760328003,-2.8128383838159423,1.0,137.09574205782522,1944.020031829672,0.02515256104477402,0.020510976720904323,466.29314148369747,571.8770972708505,0.7417376736089152,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,yes,proxy_row_warning; profile correction not yet sampled; wall reference inferred from adjacent major-span mean gradients. warning_sources=negative_minor_residual.
